Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Classification,Reasons,Strategic,Tactical,Operational,Out of Scope,Not Identified
Couples' reciprocal patterns in narcotics addiction: A recommendation on treatment strategy,"Powers, KI; Anglin, MD",1996,10.1002/(SICI)1520-6793(199612)13:8<769::AID-MAR4>3.3.CO;2-O,"Couples that include an addict establish over time a stable pattern of deviant behavior that is reciprocally influenced by each spouse's level of drug use. Adequate intervention strategies must understand this dynamic in order to promote successful change. This article describes how behavioral patterns of narcotics addicts are affected by their spouses' addictive consumption of drugs. Analyses are conducted for men and women separately to explore gender differences with the use of retrospective self-report data on addiction histories collected from over 600 addicts who were admitted to methadone maintenance clinics in Southern California. Time-series analyses are conducted at the aggregate level to examine dynamic relationships between self's and spouse's narcotics use and other behaviors (e.g., employment, crime involvement, and alcohol use). Results indicate gender differences in conformity to spouse's drug use, especially for women, and in the effects of addiction on the related behaviors. These results suggest that intervention efforts should extend to addicts' partners in addition to the addicts themselves. (C) 1996 John Wiley & Sons, Inc.",,JOHN WILEY & SONS INC,wos-recommendation,Out of scope,"The abstract discusses behavioral patterns related to addiction and intervention strategies, which do not pertain to marketing or business decision-making. It focuses on healthcare and social dynamics rather than organizational strategy or tactics.",0,0,0,100,0
Provenance associations as core values of place umbrella brands - A framework of characteristics,"Iversen, NM; Hem, LE",2008,10.1108/03090560810862534,"Purpose - The paper seeks to discuss and analyse the nature of place umbrella brands and the role such brands play in promotion of a country, a region, or a city. The purpose is also to identify some salient success criteria of provenance associations as core values of place umbrella brands. Design/methodology/approach - The study delineates a conceptual framework, which illustrates important components in place umbrella branding. It also highlights a set of criteria to aid prioritisations among prospective provenance associations that have a potential to be used as brand values of place umbrella brands. Practical implications - The paper identifies some characteristics of provenance associations, which make them more transferable across a bundle of umbrella brand partners. The generation of better marketing theory in the field of place branding will make it easier for practitioners to reach the right decisions in choice of provenance associations. Findings - It is claimed that transcendence is related to the transferability of provenance associations across a bundle of brands. Because transferability strongly depends on perceptions of similarity, the starting point is to identify matches between the partner brands based on their shared provenance. Originality/value - The article ends with a recommendation that researchers in place branding should carefully analyze provenance associations according to the suggested criteria.",brands; brand management; brand image,EMERALD GROUP PUBLISHING LTD,wos-recommendation,Strategic,"The paper discusses the overarching concepts related to place umbrella brands, focusing on long-term implications for branding a country, region, or city. It seeks to establish a framework that can guide strategic decisions related to branding.",70,20,5,0,5
Ads are watching me A view from the interplay between anthropomorphism and customisation,"Puzakova, M; Rocereto, JF; Kwak, H",2013,10.2501/IJA-32-4-513-538,"With the advancement of technological platforms, the use of recommendation agents that can provide highly customisable solutions has become more ubiquitous. Marketing academics and practitioners alike have begun to investigate various communication styles and functionality designs of such decision aid systems. One variant of a design of a recommendation agent is to imbue it with humanlike features (i.e. to anthropomorphise it). However, academic research is silent with respect to whether this type of design would lead to more favourable consumer evaluations. To fill this gap, our research investigates the downstream consequences of anthropomorphising a recommendation agent, when the recommendation itself may require the exchange of personally sensitive information, and the message is customised. The results of two experiments reveal that, when a message is customised, the effect of an anthropomorphised recommendation agent on attitude towards the advertisement is predominantly negative and is mediated by consumers' unwillingness to provide personal information to an anthropomorphic recommendation agent, as well as by greater psychological resistance towards the advertisement. Our research concludes with theoretical and practical implications, as well as further research directions.",,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",wos-recommendation,Tactical,"The research focuses on the design and functionality of recommendation agents, particularly how anthropomorphism affects consumer attitudes. This aligns with tactical decision-making, where strategic goals are interpreted into more structured targets, such as personalization in advertising and consumer engagement.",10,70,15,0,5
Complaint or recommendation? The impact of customers' state and trait goal orientations on customer engagement behaviors,"Chen, XX; Yu, HY; Gentry, JW; Yu, F",2017,10.1002/cb.1629,"The importance of customer engagement behaviors (CEBs) has been widely acknowledged in marketing. CEB encompasses an interactive relationship with the engaged object. A customer's personality characteristics play an important role in the interactive process. So it is necessary to examine how customer's personality characteristics influence customer engagement behaviors. However, there has been relatively less empirical research examining the impact of a customer's personality characteristics on CEBs. Customer goal orientation (promotion orientation vs. prevention orientation) is one such important personality characteristic. This research examined how customer goal orientation influenced CEBs. We used a priming technique to examine the relationships between the customer's state goal orientation and the customer's recommendations and complaints in study 1. The results showed that customers with state promotion-focused goal orientations initiated more recommendations than the customers with state prevention-focused goal orientations. For complaints, the difference between these two groups was not significant. Study 2 investigated the impact of trait goal orientation on the customer's recommendations and complaints. The results showed that the trait promotion-focused goal orientation customers were more likely to initiate both recommendations and complaints behaviors than the trait prevention-focused goal orientation customers. The findings of the research demonstrate that customer goal orientation is an important influence on positive and negative CEBs, and state and trait goal orientations have different impacts on CEBs. This research helps companies aiming to improve their customers' CEBs by suggesting which type of customers (in terms of goal orientation) are more likely to engage. Copyright (C) 2016 John Wiley & Sons, Ltd.",,WILEY,wos-recommendation,Tactical,"The research examines how customer goal orientation impacts customer engagement behaviors (CEBs), which can be used for targeted marketing strategies and decision-making processes. It provides insights that can help in personalizing customer interactions and improving engagement metrics, fitting the tactical decision-making level.",10,70,15,0,5
Analysis of an industrial component commonality problem,"Jans, R; Degraeve, Z; Schepens, L",2008,10.1016/j.ejor.2007.01.008,"We discuss a case study of an industrial production-marketing coordination problem involving component commonality. For the product line considered, the strategic goal of the company is to move from the current low volume market to a high volume market. The marketing department believes that this can be achieved by substantially lowering the end products' prices. However, this requires a product redesign to lower production costs in order to maintain profit margins. The redesign decision involves grouping end products into families. All products within one family use the same version of some components. This paper fits in the stream of recent literature on component commonality where the focus has shifted from inventory cost savings to production and development cost savings. Further, we consider both costs and revenues, leading to a profit maximization approach. The price elasticity of demand determines the relationship between the price level and number of units sold. Consequently, we integrate information from different functional areas such as production, marketing and accounting. We formulate the problem as a net-present-value investment decision. We propose a mixed integer nonlinear optimization model to find the optimal commonality decision. The recommendation based on our analysis has been implemented in the company. In addition, the application allows us to experimentally validate some claims made in the literature and obtain managerial insights into the trade-offs. (c) 2007 Elsevier B.V. All rights reserved.",manufacturing; component commonality; application; case study; component sharing; assortment problem,ELSEVIER SCIENCE BV,wos-recommendation,Strategic,"The abstract discusses long-term goals related to moving from a low volume market to a high volume market, which is indicative of strategic planning. It involves decisions about product redesign, pricing strategies, and profit maximization, aligning with the definition of strategic planning.",70,20,5,0,5
"Whose Algorithm Says So: The Relationships Between Type of Firm, Perceptions of Trust and Expertise, and the Acceptance of Financial Robo-Advice","Lourenço, CJS; Dellaert, BGC; Donkers, B",2020,10.1016/j.intmar.2019.10.003,"Financial advisors seek to accurately measure individuals' risk preferences and provide sound personalized investment advice. Both advice tasks are increasingly offered through automated online technologies. Little is known, however, about what drives individuals' acceptance of such automated financial advice and, from a consumer point of view, which firms may be best positioned to provide such advice. We generate novel insights on these questions by conducting a real-world empirical study using an interactive automated online tool that employs an innovative computer algorithm to build pension investment profiles, the Pension Builder, and a large, representative sample. We focus on the role that two key firm characteristics have on consumer acceptance of pension investment advice generated by computer algorithms running on automated interactive online tools: profit orientation and role in the sales channel. We find that consumers' perceptions of trust and expertise of the firm providing the automated advice are important drivers of advice acceptance (besides a strong impact of the satisfaction with the consumer-online tool interaction), and that these constructs themselves are clearly influenced by the for-profit vs. not-for-profit orientation and the product provider vs. advisor only role in the sales channel of the firm providing the advice. We discuss the implications of our findings for marketers and policy makers and provide suggestions for future research. (C) 2019 Direct Marketing Educational Foundation, Inc. dba Marketing EDGE.",Advice acceptance; Financial advice; Robo-Advice; Algorithm advice; Firm type; Trust and expertise; Interactive decision aid; Pension Builder,SAGE PUBLICATIONS INC,wos-recommendation,Not identified,"The abstract discusses financial advice and risk preferences in a context that does not clearly fit into the defined categories of strategic, tactical, or operational marketing decisions. It is more focused on the acceptance of automated financial advice rather than specific marketing strategies or operations.",10,10,10,50,20
Neural Correlates of Susceptibility to Group Opinions in Online Word-of-Mouth Recommendations,"Cascio, CN; O'Donnell, MB; Bayer, J; Tinney, FJ; Falk, EB",2015,10.1509/jmr.13.0611,"The present study examines the relationship between social influence and recommendation decisions among adolescents in the new media environment. Participants completed the App Recommendation Task a task that captures neural processes associated with making recommendations to others, with and without information about peer recommendations of the type commonly available online. The results demonstrate that increased activity in the striatum and orbitofrontal cortex in response to peer recommendations is significantly correlated with participants changing their recommendations to be consistent with this feedback within subjects. Furthermore, individual differences in activation of the temporoparietal junction during feedback that peer recommendations varied from those of the participant correlated with individual differences in susceptibility to influence on recommendation decisions between subjects. These brain regions have previously been implicated in social influence and the concept of being a successful idea salesperson, respectively. Together, they highlight a potential combination of internal preference shifts and consideration of the mental states of others in recommendation environments that include peer opinions.",social influence; recommendations; word of mouth; mentalizing; valuation,SAGE PUBLICATIONS INC,wos-recommendation,Operational,"The study focuses on the decision-making processes involved in recommendation decisions among adolescents, specifically in the context of social influence and peer recommendations, which aligns well with managing day-to-day consumer decisions and recommendations online.",10,20,60,5,5
Regulatory focus and investment advisers' recommending behavior,"Ewe, SY; Lee, CKC; Gul, FA",2021,10.1108/IJBM-12-2019-0452,"Purpose This study examines the effect of a regulatory-focused prime (i.e. a brochure with a picture and message) on the recommending behavior of investment advisers in the context of an investment decision. Design/methodology/approach Three experiments were conducted with 468 participants, mostly from the financial services industry. Study 1 examined the direct effect of a regulatory-focused prime on an investment adviser's recommending behavior, whereas Study 2 examined the moderating role of regulatory fit on such behavior. Study 3 validated the findings. Findings The results provide evidence that a message using visual and textual cues based on a promotion and prevention regulatory focus may trigger a preference in an investment adviser's product recommendation. A promotion (prevention)-focused framed message will trigger the recommendation of an investment plan with a higher but riskier (safe and stable) potential return. However, when the same prime is presented with details of a performance incentive scheme, the effect of the prime is reduced when there is a regulatory nonfit between the prime and the message relating to the performance incentive scheme. Practical implications The findings highlight the importance of understanding how regulatory-focused stimuli may subconsciously influence the recommendation of investment advisers as heuristics used in decision-making, thereby influencing their clients' investment decisions. Originality/value Past studies have focused on how regulatory-focused visual and message cues influence consumer decision-making. This study provides empirical evidence regarding the influence of regulatory-focused prime on an investment adviser's behavior when providing investment advice.",Regulatory focus; Recommending behavior; Visual cue; Performance incentive,EMERALD GROUP PUBLISHING LTD,wos-recommendation,Out of scope,"The study focuses on the behavior of investment advisers in the context of financial services, which is not directly related to marketing as defined. The findings are about regulatory-focused primes influencing investment decisions rather than marketing strategies.",0,0,0,100,0
A framework for configuring collaborative filtering-based recommendations derived from purchase data,"Geuens, S; Coussement, K; De Bock, KW",2018,10.1016/j.ejor.2017.07.005,"This study proposes a decision support framework to help e-commerce companies select the best collaborative filtering algorithms (CF) for generating recommendations on the basis of online binary purchase data. To create this framework, an experimental design applies several CF configurations, which are characterized by different data-reduction techniques, CF methods, and similarity measures, to binary purchase data sets with distinct input data characteristics, i.e., sparsity level, purchase distribution, and item-user ratio. The evaluations in terms of accuracy, diversity, computation time, and trade-offs among these metrics reveal that the best-performing algorithm in terms of accuracy remains consistent regardless of the input-data characteristics. However, for diversity and computation time, the best-performing model varies with the input characteristics. This framework allows e-commerce companies to decide on the optimal CF configuration as a function of their specific binary purchase data sets. They also gain insight into the impact of changes in the input data set on the preferred algorithm configuration. (C) 2017 Elsevier B.V. All rights reserved.",E-commerce; OR in marketing; Recommendation systems; Collaborative filtering; Binary purchase data,ELSEVIER,wos-recommendation,Tactical,"The study focuses on a decision support framework that helps e-commerce companies select collaborative filtering algorithms for recommendations, which aligns with tactical decision-making aimed at optimizing specific processes and achieving defined targets.",10,70,15,0,5
Beyond nudges: Tools of a choice architecture,"Johnson, EJ; Shu, SB; Dellaert, BGC; Fox, C; Goldstein, DG; Häubl, G; Larrick, RP; Payne, JW; Peters, E; Schkade, D; Wansink, B; Weber, EU",2012,10.1007/s11002-012-9186-1,"The way a choice is presented influences what a decision-maker chooses. This paper outlines the tools available to choice architects, that is anyone who present people with choices. We divide these tools into two categories: those used in structuring the choice task and those used in describing the choice options. Tools for structuring the choice task address the idea of what to present to decision-makers, and tools for describing the choice options address the idea of how to present it. We discuss implementation issues in using choice architecture tools, including individual differences and errors in evaluation of choice outcomes. Finally, this paper presents a few applications that illustrate the positive effect choice architecture can have on real-world decisions.",Choice architecture; Decision support; Options and alternatives; Describing attributes,SPRINGER,wos-recommendation,Tactical,"The paper discusses tools for structuring choices and how to present them, which aligns with tactical decision-making that interprets strategic goals into structured decisions. It focuses on practical applications and implementation of choice architecture in real-world scenarios.",10,60,25,0,5
Rational Consumer in the Context of Environmental Protection,"Drábik, P; Rehák, R; Vernerová, D; Kukura, M",2020,10.31577/ekoncas.2020.10.06,"In recent decades, there is an increase in new environmental problems in the world, which gradually grow from the local to the global level, and their short-term consequences are gradually becoming long-term complex threats to the environment and thus the quality of life of current and especially future generations. The main goal of the article was to review the behavior and attitudes of environmentally responsible consumers on the Slovak market and analyze the individual components of consumption and waste policy within the regions in the Slovak Republic in the context of environmental protection. Based on the cluster analysis and decision trees, we concluded that Slovak consumers rarely include eco-products in their consumption, mainly due to the high price or poor availability of these products. Through a cluster analysis, we analyzed the consumption and specificities of individual Slovak regions, while the recommendation is to create special different strategies focused on the regions of the Slovak Republic, based on waste reduction or the creation of waste recovery plants, which can create a favorable development in the circular economy of the Slovak Republic, and thus reduce the negative aspects of consumption affecting the environment and quality of life in the Slovak Republic.",environment; eco-product; marketing; sustainability; sustainable consumption,INST ECONOMICS RESEARCH SAS & INST FORECASTING CSPS SAS,wos-recommendation,Strategic,"The abstract focuses on long-term environmental issues and the behavior of consumers in Slovakia, aiming for a larger goal of improving environmental quality and sustainability. The recommendations involve strategic planning for waste reduction and the circular economy.",60,20,10,5,5
SMEs DIGITALIZATION READINESS: SHARIA FINTECH FRAMEWORK USING QUADRUPLE HELIX PERCEIVES,"Mahyarnia, M; Okfalisab, O",2024,10.5937/sjm19-44971,"The role of Quadruple Helix in promoting the development of digitizing SMEs highlights the significant contribution of Sharia fintech as a new challenge to sustainably and creatively face the Covid-19 disruption. This paper developed a framework of SME's Digitalization Readiness in Supporting Sharia Fintech to scrutinize the quadruple Helix perceptions and the success of digitalization. Furthermore, a Fuzzy-AHP approach is applied to analyze the significant weight of Quadruple Helix interaction and distinguish between universities, industry, communities, and government. This creates the basis of a sustainable corporate sector through the consideration of Information Technology (IT), economy, and Sharia within business activity, transaction, marketing, management, micro- environment, and macro -environment, circumscribed into 24 sub -indicators. This study found that university academicians view business activity as the most significant indication for gauging the digitization readiness of small and medium-sized enterprises (SMEs) based on Sharia fintech. It is followed by marketing, transaction, management, micro, and macro environment. Meanwhile, the other sectors including industry, communities, and government discerned marketing as the deliberation of the SMEs' Sharia-based success digitalization. This framework stimulates and synergizes an integrated works, innovation, economic growth, productivity, technology, knowledge, and skills of Quadruple Helix roles in facing the competitive advantages of digital era with concerning on the Sharia values. The prioritized analysis and recommendation from this framework admit as a guidance tool for Quadruple Helix in decision making and strategic policies in achieving the success of the digital transformation.",sharia fintech; quadruple helix; fuzzy-ahp; small medium enterprises; digital transformation,"UNIV BELGRADE, TECHNICAL FACULTY AT BOR",wos-recommendation,Strategic,"The abstract discusses the framework for SME's Digitalization Readiness and emphasizes long-term goals and the integration of various sectors (universities, industry, communities, and government) to support the sustainable development of SMEs through Sharia fintech. This aligns with strategic planning focused on defining the organization's nature and goals.",60,20,10,5,5
Social commerce and buying intention post COVID-19: Evidence from a hybrid approach based on SEM - fsQCA,"Elshaer, IA; Alrawad, M; Lutfi, A; Azazz, AMS",2024,10.1016/j.jretconser.2023.103548,"In the post COVID-19 era, social commerce witnessed significant growth due to increasing numbers of consumers choosing online channels as their preferred means of shopping. Consumer attitude and trust are key factors influencing customers purchase decision of buying products and services marketed through online platforms such as social commerce. A positive consumer attitude towards a brand or product can lead to greater level of perceived trust and, hence, increase the likelihood of purchasing. Further, a negative consumer attitude or low trust may deter individuals from purchasing, even if they are interested in the product. This study aims at investigating the mediating role of customers attitude and perceived trust on the relationship the relationship between social commerce and buying intention post-COVID-19 pandemic. Using a full-structured questionnaire directed to 570 e-commerce consumers, the obtained data were analyzed by hybrid approach based on PLS-SEM and fsQCA. The study results may help understand the variables that can affect consumer behavior in the post-COVID-19 era, and businesses can better modify their marketing strategies and fulfill the customers' needs.",fsQCA; Social commerce; Recommendation and referrals; Ratings and reviews; Trust; Attitude; Consumer buying intention,ELSEVIER SCI LTD,wos-recommendation,Tactical,"The study focuses on understanding consumer behavior and the factors affecting purchasing decisions in social commerce, which translates strategic goals into structured insights and marketing strategies. It involves specific methods of data collection and analysis that align with tactical decision-making.",20,60,15,0,5
Activist engagement and industry-level change: Adoption of new practices by observing firms,"Taylor, KM; Hajmohammad, S; Vachon, S",2021,10.1016/j.indmarman.2020.05.007,"Activists strive to create industry-level change and institutionalize socially and environmentally responsible practices by engaging with high profile and legitimate firms. In doing so, they reach a broad audience of firms who carefully observe and evaluate the activists-target interaction. Drawing on legitimacy theory and using a vignette-based roleplaying experiment, this paper investigates how different characteristics of both the activists' campaign and the targeted firms' response jointly affect the likelihood that observing firms' decision makers will support the sustainability practice recommended by the activists. Specifically, we assess how observers' evaluations of both the legitimacy of the target firms' decision and the legitimacy of activists' recommendation affect their support for the activists' recommendations. Subsequently, we evaluate the ways in which different characteristics of the activists-target interaction (including activists' engagement style, their evidence quality, and target firm adoption decision) drive these two legitimacy evaluations. Our results highlight the importance of both target decision legitimacy and activists' recommendation legitimacy on the relationship between target's practice adoption and observer support for the practice.",Legitimacy theory; Sustainable supply chain; Activist engagement; Vignette-based experiment,ELSEVIER SCIENCE INC,wos-recommendation,Strategic,"The abstract discusses the long-term impact of activists' engagement with firms on sustainability practices, examining how legitimacy impacts decision-making at a broader organizational level, indicating a focus on organizational goals and institutional change.",70,15,5,0,10
Regretting your brand-self? The moderating role of consumer-brand identification on consumer responses to purchase regret,"Davvetas, V; Diamantopoulos, A",2017,10.1016/j.jbusres.2017.04.008,"Extending the study of consumer-brand relationships in the post-purchase stages of consumer decision making and in situations involving unfavorable comparisons with foregone brands, this research investigates the role of consumer-brand identification on consumer responses to purchase regret. Drawing on regret theory and consumer-brand relationship literature, the authors argue that consumer-brand identification immunizes the brand from the negative consequences of purchase regret through the amplification of consumers' cognitive regret regulation and the attenuation of consumers' behavioral regret coping. An empirical study using scenario manipulation of regret for participants' favorite brands provides support to the protective role of consumer brand identification. The results indicate that consumer-brand identification attenuates the negative effects of regret on satisfaction and behavioral intentions and strengthens the positive impact of satisfaction on brand repurchase/recommendation intent. The findings enrich regret and consumer-brand relationship theories and provide managerial insights for effective branding strategy development under conditions of intense competitive pressure.",Consumer-brand identification; Regret; Satisfaction; Consumer-brand relationships,ELSEVIER SCIENCE INC,wos-recommendation,Strategic,"The research investigates consumer-brand relationships and their long-term implications on consumer behavior, particularly in the context of purchase regret, which aligns with strategic planning and branding strategies.",50,30,15,0,5
IN-STORE PROMOTION AND CUSTOMER VALUE ON PRIVATE LABEL PRODUCT PURCHASE INTENTION,"Maharani, N; Helmi, A; Mulyana, A; Hasan, M",2020,10.21511/im.16(4).2020.09,"This study aims to determine the influence of in-store promotion in the form of price discount and price package on customer value and purchase intention. The research sample was 120 consumers purchasing the private label products in modern stores using a purposive sampling technique. The data were then analyzed using SEM PLS. The result revealed that all hypotheses were accepted and each variable studied showed a strong and significant influence on each other, especially in terms of its influence on the purchase intention. In-store promotion is a more influencing variable of purchase intention in private label products than customer value. The result also pointed out the three most dominant items forming in-store promotion, customer value, and purchase intention. Those items are the frequency of discount program, the products' quality, and the reference group that helps the company promoting private label products, usually friends' recommendation. These findings are expected to be used by decision-makers in retail businesses to formulate in-store promotional activities and create customer value following the target market to increase consumers' willingness to buy private label products.",price discount; price package; performance value; willingness to recommend; modern stores; Indonesia,LLC CPC BUSINESS PERSPECTIVES,wos-recommendation,Tactical,"The study focuses on specific in-store promotion strategies and their direct influence on customer value and purchase intention, which aligns with tactical decision-making processes in marketing.",10,70,15,0,5
Prick filter bubbles by enhancing consumers' novelty-seeking: The role of personalized recommendations of unmentionable products,"Lv, LX; Kang, KQ; Liu, GR",2024,10.1002/mar.22057,"Personalized recommendation algorithms inadvertently foster filter bubbles, wherein consumers are predominantly exposed to information that aligns with their existing preferences, limiting their exposure to novel items. This phenomenon raises ethical concerns regarding consumer well-being, as it potentially compromises the quality of consumption decisions by reinforcing a homogeneity of information. Introducing novelty into recommendation systems is a viable strategy to counteract this issue, as the predominance of homogeneous information plays a crucial role in the formation of filter bubbles. However, there is a notable gap in the literature regarding self-directed strategies for consumers to break through these filter bubbles. Grounded in social identification theory and utilizing a series of experimental studies, our research employs a range of analytical techniques, including ANOVA, mediation, and moderated-mediation analysis. Our findings suggest that personalized recommendations of unmentionable products, defined as products eliciting disgust, offense, or anger due to delicacy, ethics, or fear, (vs. ordinary products) can increase consumers' novelty-seeking by enhancing their motivation to change their implicit social labels given by intelligent recommendation systems. Nonetheless, we observe that this drive for novelty-seeking diminishes during social-focused recommendations because this recommendation is based on the behaviors of others in consumers' social networks rather than their actions.",filter bubbles; identity management; novelty-seeking; personalized recommendations; unmentionable products,WILEY,wos-recommendation,Tactical,"The abstract discusses personalized recommendation algorithms and how they can be adjusted to counteract filter bubbles, which aligns with tactical decision-making in marketing. It involves implementing specific strategies to enhance consumer engagement and decision-making at a more structured level.",10,60,25,0,5
Consequences of personalized product recommendations and price promotions in online grocery shopping,"Hallikainen, H; Luongo, M; Dhir, A; Laukkanen, T",2022,10.1016/j.jretconser.2022.103088,"Shopping convenience can be turned into a competitive advantage for online grocery retailers. Consequently, we study how personalized product recommendations (recommendation agents) and price promotions (algorithmic pricing) compensate for the negative impact that consumer's perceived cognitive effort causes on loyalty. By default, the relationship from perceived cognitive efforts to attitudinal and behavioral loyalty is negative, yet these results demonstrate that personalized price promotions lessen the negative impact, while personalized product recommendations do not have such an influence. The findings contribute to a better understanding of personalized marketing activities in today's data-driven online grocery retailing.",Personalized recommendations and pricing; Online grocery retailing; Customer loyalty,ELSEVIER SCI LTD,wos-recommendation,Tactical,"The abstract discusses how personalized product recommendations and price promotions can influence consumer loyalty, which aligns with tactical marketing activities aimed at achieving specific goals within the broader strategic framework.",10,70,15,0,5
TOWARD FARM-BASED POLICY ANALYSIS - CONCEPTS APPLIED IN HAITI,"MARTINEZ, JC; SAIN, G; YATES, M",1991,10.1016/0169-5150(91)90045-M,"Many policies - on the delivery of inputs or on marketing systems, credit, or extension-influence the potential utilization of new technologies. Through 'farm-based policy analysis' it is possible to use data generated in on-farm research (OFR) to identify policy constraints to the use of new technologies, and to effectively communicate that information to policy makers. This paper describes a tentative framework for farm-based policy analysis and suggests a sequence of five steps for the analysis: (1) identify the policy-induced constraints; (2) determine the rationale behind the policy; (3) identify the decision makers to whom the results should be communicated; (4) identify solutions or policy options; and (5) communicate results to decision makers. A case of farm-based policy analysis from Haiti illustrates the concepts and methods described in the first part of the paper. On-farm experiments in Les Cayes, Haiti, confirmed a response to nitrogen in maize, but adoption of the recommended practice and consequent gains in productivity and income were constrained by the scarcity of urea in the local market. An analysis of local supply and potential local demand for urea and the potential benefits of urea application was conducted, and results communicated to two target groups of decision makers: representatives of the Ministry of Agriculture responsible for fertilizer distribution policy, and representatives of private fertilizer enterprises. These groups responded by making larger supplies of urea available to local farmers. Adoption of the fertilizer recommendation and urea sales increased. The case demonstrates the potential value of farm-based policy analysis building upon data from OFR.",,ELSEVIER SCIENCE BV,wos-recommendation,Tactical,"The abstract outlines a framework for farm-based policy analysis that addresses specific constraints and decision-making processes related to the adoption of new agricultural technologies. This indicates a structured approach to achieving strategic goals, which aligns with tactical decision-making.",10,70,15,0,5
When Does Retargeting Work? Information Specificity in Online Advertising,"Lambrecht, A; Tucker, C",2013,10.1509/jmr.11.0503,"Firms can now offer personalized recommendations to consumers who return to their website, using consumers' previous browsing history on that website. In addition, online advertising has greatly improved in its use of external browsing data to target Internet ads. Dynamic retargeting integrates these two advances by using information from the browsing history on the firm's website to improve advertising content on external websites. When surfing the Internet, consumers who previously viewed products on the firm's website are shown ads with images of those same products. To examine whether this is more effective than simply showing generic brand ads, the authors use data from a field experiment conducted by an online travel firm. Surprisingly, the data suggest that dynamic retargeted ads are, on average, less effective than their generic equivalents. However, when consumers exhibit browsing behavior that suggests their product preferences have evolved (e.g., visiting review websites), dynamic retargeted ads no longer underperform. One explanation for this finding is that when consumers begin a product search, their preferences are initially construed at a high level. As a result, they respond best to higher-level product information. Only when they have narrowly construed preferences do they respond positively to ads that display detailed product information. This finding suggests that in evaluating how best to reach consumers through ads, managers should be aware of the multistage nature of consumers' decision processes and vary advertising content along these stages.",retargeting; online advertising; field experiments; online decision process; construal level theory,SAGE PUBLICATIONS INC,wos-recommendation,Tactical,"The abstract discusses the effectiveness of dynamic retargeted ads versus generic ads, which aligns with tactical decision-making in marketing. It focuses on specific marketing strategies and optimization techniques, such as retargeting and advertising content variation based on consumer behavior.",10,70,15,0,5
When is more really more? The effect of brands on choice overload in adolescents,"Misuraca, R; Ceresia, F; Nixon, AE; Abbate, CS",2021,10.1108/JCM-08-2020-4021,"Purpose-Research on choice overload with adult participants has shown that the presence of a brand significantly mitigates the phenomenon. The purpose of this study is to investigate whether these findings can be expanded to a population of adolescents, where it has already been shown that choice overload occurs in a similar way as adults. Design/methodology/approach-Studies 1 and 2 aim to test whether the presence of a brand name mitigates the adverse consequences of choice overload in adolescents. In line with prior research on choice overload, in both studies, the authors compared between-subjects differences in the levels of reported dissatisfaction, difficulty and regret in a choice condition where adolescents chose among either 6 or 24 options associated with brand names and in another choice condition where adolescents chose among the same 6 or 24 options but not associated with brand names. Findings-This paper presents evidence from two studies that when facing either a large or a small amount of choice options that are associated with brand names, choice overload disappears among adolescents. Conversely, when no brands are associated to the choice options, adolescents report choice overload, that is a greater dissatisfaction, difficulties and regret with larger (versus smaller) assortments. Practical implications-Prior research on choice overload has led to recommendations that marketers and other choice architects should simply reduce choice options or assortments to improve consumers' satisfaction. However, our finding suggests that this recommendation may be invalidated when brands are present, at least for certain age groups. Adolescents cope indeed very well with large assortments of branded products. Originality/value-The research adds to the existing understanding of choice overload, demonstrating that the brand is a moderator of the phenomenon for adolescents, who currently represent a large portion of the market. A second important contribution of this work is that it extends prior research on choice overload to real-world consumer scenarios, where consumers choose among products with a brand, rather than among products described only by technical characteristics or nutritional values, as in classical studies on choice overload.",Brands; Adolescents; Decision-making; Choice overload,EMERALD GROUP PUBLISHING LTD,wos-recommendation,Tactical,"The study investigates the effects of brand presence on choice overload among adolescents, which has implications for marketing strategies and consumer behavior in a structured manner.",10,70,15,0,5
How Political Identity Shapes Customer Satisfaction,"Fernandes, D; Ordabayeva, N; Han, K; Jung, J; Mittal, V",2022,10.1177/00222429211057508,"This article examines the effect of political identity on customers' satisfaction with the products and services they consume. Recent work suggests that conservatives are less likely to complain than liberals. Building on that work, the present research examines how political identity shapes customer satisfaction, which has broad implications for customers and firms. Nine studies combine different methodologies, primary and secondary data, real and hypothetical behavior, different product categories, and diverse participant populations to show that conservatives (vs. liberals) are more satisfied with the products and services they consume. This happens because conservatives (vs. liberals) are more likely to believe in free will (i.e., that people have agency over their decisions) and, therefore, to trust their own decisions. The authors document the broad and tangible downstream consequences of this effect for customers' repurchase and recommendation intentions and firms' sales. The association of political identity and customer satisfaction is attenuated when belief in free will is externally weakened, choice is limited, or the consumption experience is overwhelmingly positive.",political identity; belief in free will; customer satisfaction; repurchase intention; sales; political ideology,SAGE PUBLICATIONS INC,wos-recommendation,Strategic,"The article explores how political identity affects customer satisfaction and has broad implications for firms, indicating a focus on long-term organizational goals related to customer perception and identity.",70,20,5,0,5
