Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Classification,Reasons,Strategic,Tactical,Operational,Out of Scope,Not Identified
Role of big data on digital farming,Sarker M.N.I.; Islam M.S.; Murmu H.; Rozario E.,2020,,"This study aims to explore the potential of big data technologies for ensuring digital farming. A systematic literature method has been conducted to explore the current practices as well as aspects that can help farmer at field level for increasing production. This study reveals several technologies and practices in agriculture that are based on big data for taking right decision at right time in right way at the field level. The study reveals that use of agricultural big data technologies are still a low level and needs more investment for infrastructure establishment, related expertise, technological knowledge of farmers, attitude of adoption of technologies and awareness about the benefits of big data technologies. It also explores that application of big data technologies can help farmer to weather forecasting, crop selection, irrigation management, crop diseases and pest management, crop yield prediction, agricultural marketing, and agricultural policy decision. But farmer needs help from an expert team to implement the facilities at field level. The study argues that a commercial implementation of big data technologies requires government initiatives, private sector’s involvement and a public-private partnership to supply related facilities to farmers in time. © 2020, IJSTR.",Agricultural development; Digital agriculture; Digital farm; Precision agriculture; Smart agriculture; Smart farming; Sustainable agriculture,International Journal of Scientific and Technology Research,scopus-big data,Strategic,"The abstract discusses the long-term potential of big data technologies in agriculture to enhance production and decision-making, which aligns with strategic planning and goal definition.",60,20,10,5,5
The state of the art and taxonomy of big data analytics: view from new big data framework,Mohamed A.; Najafabadi M.K.; Wah Y.B.; Zaman E.A.K.; Maskat R.,2020,10.1007/s10462-019-09685-9,"Big data has become a significant research area due to the birth of enormous data generated from various sources like social media, internet of things and multimedia applications. Big data has played critical role in many decision makings and forecasting domains such as recommendation systems, business analysis, healthcare, web display advertising, clinicians, transportation, fraud detection and tourism marketing. The rapid development of various big data tools such as Hadoop, Storm, Spark, Flink, Kafka and Pig in research and industrial communities has allowed the huge number of data to be distributed, communicated and processed. Big data applications use big data analytics techniques to efficiently analyze large amounts of data. However, choosing the suitable big data tools based on batch and stream data processing and analytics techniques for development a big data system are difficult due to the challenges in processing and applying big data. Practitioners and researchers who are developing big data systems have inadequate information about the current technology and requirement concerning the big data platform. Hence, the strengths and weaknesses of big data technologies and effective solutions for Big Data challenges are needed to be discussed. Hence, due to that, this paper presents a review of the literature that analyzes the use of big data tools and big data analytics techniques in areas like health and medical care, social networking and internet, government and public sector, natural resource management, economic and business sector. The goals of this paper are to (1) understand the trend of big data-related research and current frames of big data technologies; (2) identify trends in the use or research of big data tools based on batch and stream processing and big data analytics techniques; (3) assist and provide new researchers and practitioners to place new research activity in this domain appropriately. The findings of this study will provide insights and knowledge on the existing big data platforms and their application domains, the advantages and disadvantages of big data tools, big data analytics techniques and their use, and new research opportunities in future development of big data systems. © 2019, Springer Nature B.V.",Big data analytics techniques; Big data tools; Domain area; Parallel and distributed computing,Springer,scopus-big data,Out of scope,"The abstract discusses big data technologies and their applications in various sectors, including healthcare, social networking, and economic analysis. However, it does not relate to marketing applications specifically, which are necessary for a different classification.",5,5,5,85,0
A hybrid method with TOPSIS and machine learning techniques for sustainable development of green hotels considering online reviews,Nilashi M.; Mardani A.; Liao H.; Ahmadi H.; Manaf A.A.; Almukadi W.,2019,10.3390/su11216013,"This paper proposes a hybrid method for online reviews analysis through multi-criteria decision-making, text mining and predictive learning techniques to find the relative importance of factors affecting travelers' decision-making in selecting green hotels with spa services. The proposed method is developed for the first time in the context of tourism and hospitality by this research, especially for customer segmentation in green hotels through customers' online reviews. We use Self-Organizing Map (SOM) for cluster analysis, Latent Dirichlet Analysis (LDA) technique for analyzing textual reviews, Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS) for ranking hotel features, and Neuro-Fuzzy technique to reveal the customer satisfaction levels. The impact of green hotels with spa and non-spa services on travelers' satisfaction is investigated for four travelling groups: Travelled solo, Travelled with family, Travelled as a couple and Travelled with friends. The proposed method is evaluated on the travelers' reviews on 152 hotels in Malaysia. The findings of this study provide an important method for travelers' decision-making for hotel selection through User-Generated Content (UGC) and help hotel managers to improve their service quality and marketing strategies. © 2019 by the authors.",Big data; Green hotels; Machine learning techniques; Multi-criteria decision-making; Neuro-fuzzy; Satisfaction; Sustainable development; TOPSIS,MDPI,scopus-big data,Tactical,"The abstract details a hybrid method for analyzing online reviews to support decision-making in selecting hotels, which aligns with tactical goals of interpreting strategic plans into actionable insights. It focuses on customer segmentation and feature ranking, which are more structured and targeted activities.",15,65,15,0,5
New financial technologies - banking market in motion; [Neue finanztechnologien - bankenmarkt in bewegung],Paul S.; Rudolph B.; Zech S.; Oehler A.; Horn M.; Wendt S.; Jentzsch N.,2016,10.1007/s10273-016-2028-7,"Digitalisation opens new channels for fi nancial transactions. Crowdlending and Digital Advice offer additional opportunities for customers to manage their assets. In the banking market, “FinTechs” are the most notable example of what Schumpeter described as “creative destruction”. They could threaten the existence of established banks. Therefore the banks should use the FinTechs as a testing laboratory for customer behavior and testing ground for a more modern marketing policy. This environment gives rise to concerns that there may develop an unregulated area of shadow banks. But it should be considered that a level playing fi eld has to be ensured and that innovative processes and products are not stalled. A potential advantage of Digital Advice is that consumers can have the possibility to access the relevant information they need to make their fi nancial decisions. Consumers, in turn, are only able to benefi t from this advantage if competition between fi nancial service providers leads to a supply of clear and comprehensible information about fi nancial products and an appropriate degree of data security. The rise of Big Data analyses in retail banking allows a more precise estimation of creditworthiness risk as well as a consumer’s willingness-to-pay, propensity to switch and responsiveness to marketing offers. This not only impacts on competition, it represents major challenges for policymakers, authorities and consumers alike. © 2016 Springer Verlag. All rights reserved.",,Springer Verlag,scopus-big data,Strategic,"The abstract discusses the long-term implications of digitalisation and FinTech on the banking market, highlighting the need for established banks to adapt their strategies in light of emerging technologies and consumer behaviors, which aligns with strategic planning.",60,20,10,5,5
Role of big data in decision making,Jeble S.; Kumari S.; Patil Y.,2018,10.31387/oscm0300198,"Information systems coupled with internet, cloud computing, mobile devices and Internet of Things have led to massive volumes of data, commonly referred as big data. It includes mix of structured, semi-structured and unstructured real-time data, constituting of data warehouse, OLAP, ETL and information. Business firms and academicians have designed unique ways of tapping value from big data. There is a great scope of using large datasets as an additional input for making decisions. The aim of the paper is to explore the role of big data in these areas for making better decisions. Here we explore how big data can be used to make smart and real-time decisions for improving business results. The paper undergoes literature review and secondary data to provide a conceptual overview of potential opportunities of big data in decision making. The paper discusses the concept of big data, its role in decision making and also the competitive advantage of big data for different firms. The paper also discusses a framework for managing data in decision making. The topic must be addressed for taking better decisions for firms which will contribute to high quality knowledge. © Operations and Supply Chain Management. All rights reserved.",Big data; Big data analytics; Marketing analytics; Social media analytics,Operations and Supply Chain Management Forum,scopus-big data,Strategic,"The abstract discusses the role of big data in decision making, emphasizing its strategic importance for organizations to gain competitive advantage and improve business results. It aligns with long-term goals and the conceptual framework for managing data, which is characteristic of strategic planning.",60,25,10,0,5
Data Mining in Tourism Data Analysis: Inbound Visitors to Japan,Shapoval V.; Wang M.C.; Hara T.; Shioya H.,2018,10.1177/0047287517696960,"The increasing power of technology puts new, advanced statistical tools at the disposal of researchers. This is one of the first research articles to use a data mining tool—namely, decision trees—to analyze the behavior of inbound tourists for the purpose of effective future destination marketing in Japan. The research results of approximately 4,000 observations show that the main motivation for visitors’ future return is not driven by experiences had during their most current visit but rather by experiences anticipated in the future, such as visiting hot springs or immersing themselves in beautiful natural settings. The data mining method largely excludes the possibility of the intrusion of researcher subjectivity and is conducive to useful discoveries of certain visitor patterns in large data sets, providing governments and destination marketing organizations with additional tools to better formulate effective destination marketing strategies. © 2017, © The Author(s) 2017.",big data analysis; data mining; decision trees; Japan; quantitative destination marketing,SAGE Publications Ltd,scopus-big data,Strategic,"The abstract discusses the use of data mining tools to analyze inbound tourist behavior for future marketing strategies, indicating a long-term approach to destination marketing. This aligns with strategic planning as it focuses on formulating effective strategies for future outcomes.",60,25,10,0,5
Strategy of sustainable competitiveness: Methodology of real-time customers' segmentation for retail shops,Vojtovič S.; Navickas V.; Gruzauskas V.,2016,10.9770/jssi.2016.5.4(4),"The objective of this article is to develop a methodology in order to implement real-time customers segmentation analysis in the decision making process of the enterprise. A review of big data usage in retail stores was conducted along with a document-based descriptive analysis of secondary data and further critical literature analysis. Decision making strategies and flow charts were used for the development of competitiveness methodology by referring to a case of a supermarket chain. Customer segmentation researchers analyse mainly the algorithms or behaviour pattern behind the clustering process; however, neither of them offers a proper strategy for implementing a realtime customer segmentation process inside the enterprise. Sustainable competitiveness advantage may be achieved by implementing the segmentation theory with concepts of data mining and internet of things (Iot). The process of developed data mining shows many ways for the enterprise to maximize competitiveness. However, time and large investments may be required to develop proper methods for unique solutions. A concrete case study of the selected retail store should be analysed before implementing the real-time customer segmentation methodology inside the enterprise. There is a multicultural population in every market that has different culture, beliefs, preferences and shopping patterns; therefore, constant analysis is essential for efficient usage of customer segmentation. Practically none of the prior research results carried out by other authors offered a concrete methodology how to implement real-time customer's segmentation inside the enterprise. The authors created such a methodology that can provide sustainable long-term competitiveness advantage.",Big data concept; Competitiveness; Customer segmentation; Marketing; Retail sales,General Jonas Zemaitis Military Academy of Lithuania,scopus-big data,Strategic,The abstract outlines a methodology aimed at achieving sustainable long-term competitiveness through real-time customer segmentation analysis. This aligns with strategic planning as it defines goals and the nature of the organization in terms of competitiveness.,70,15,10,0,5
Is big data driving cooperation in the c-suite? The evolving relationship between the chief marketing officer and chief information officer,Sleep S.; Hulland J.,2019,10.1080/0965254X.2018.1464496,"The chief marketing officer (CMO) and chief information officer (CIO) often fight for recognition and impact on strategic decision-making within the top management team–if they are included at all. Technological improvements have greatly increased the ability to gather customer data, which elevates the roles of the CMO and CIO while increasing their dependence on each other. The research on the relationship between senior executives outside of that with the CEO is limited; this paper fills that gap by exploring CMO/CIO cooperation. To analyze the dynamics of the CMO/CIO relationship, this research introduces a conceptual framework that captures three antecedents of cooperation: interdependence, CMO/CIO relationship structure, and CMO/CIO diversity. In cases in which dependence between the two executives is asymmetric, this paper proposes four cooperation mechanisms expected to mediate the relationship between these individual and organizational level antecedents and CMO/CIO cooperation. When the two executives cooperate, it leads to strategically aligned decision-making that increases business performance by integrating technology, data, and the customer into strategic decision-making. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.",big data; chief information officer; Chief marketing officer; cooperation; interdependence,Routledge,scopus-big data,Strategic,"The abstract discusses the relationship and cooperation between the CMO and CIO, focusing on their roles in strategic decision-making and the long-term impact on business performance. This aligns closely with strategic planning and the integration of technology and customer data into overarching organizational goals.",70,15,10,0,5
An impulse to exploit: the behavioral turn in data-driven marketing,Nadler A.; McGuigan L.,2018,10.1080/15295036.2017.1387279,"Industry advocates argue that by tailoring services and commercial solicitations to match media users’ personal interests, data-driven marketing benefits both consumers and businesses. This article shows, however, that advertisers and marketers who are taking up ideas and techniques from behavioral economics tell their clients a very different story about the aims and use of digital marketing and consumer surveillance. Listening in on this discourse demonstrates that some digital marketers conceptualize their own practices as forms of social control, appropriating concepts from behavioral economics to identify consumers’ cognitive and affective biases and target their vulnerabilities. Behavioral economics recognizes that economic decisions are not simply dictated by rational self-interest; rather, such choices depend on cognitive heuristics and habits, and can be manipulated through the design of “choice architecture.” This article discusses implications of the behavioral turn in data-driven marketing for critical advertising scholars, public advocates, and regulators. © 2017 National Communication Association.",Behavioral economics; big data; consumer surveillance; digital marketing; political economy,Routledge,scopus-big data,Tactical,"The abstract discusses the implications of behavioral economics in digital marketing practices and how marketers use these insights to target consumer vulnerabilities. This aligns closely with tactical marketing decisions, which involve advanced targeting and consumer engagement strategies.",15,65,15,0,5
Towards a real-time processing framework based on improved distributed recurrent neural network variants with fastText for social big data analytics,Ait Hammou B.; Ait Lahcen A.; Mouline S.,2020,10.1016/j.ipm.2019.102122,"Big data generated by social media stands for a valuable source of information, which offers an excellent opportunity to mine valuable insights. Particularly, User-generated contents such as reviews, recommendations, and users’ behavior data are useful for supporting several marketing activities of many companies. Knowing what users are saying about the products they bought or the services they used through reviews in social media represents a key factor for making decisions. Sentiment analysis is one of the fundamental tasks in Natural Language Processing. Although deep learning for sentiment analysis has achieved great success and allowed several firms to analyze and extract relevant information from their textual data, but as the volume of data grows, a model that runs in a traditional environment cannot be effective, which implies the importance of efficient distributed deep learning models for social Big Data analytics. Besides, it is known that social media analysis is a complex process, which involves a set of complex tasks. Therefore, it is important to address the challenges and issues of social big data analytics and enhance the performance of deep learning techniques in terms of classification accuracy to obtain better decisions. In this paper, we propose an approach for sentiment analysis, which is devoted to adopting fastText with Recurrent neural network variants to represent textual data efficiently. Then, it employs the new representations to perform the classification task. Its main objective is to enhance the performance of well-known Recurrent Neural Network (RNN) variants in terms of classification accuracy and handle large scale data. In addition, we propose a distributed intelligent system for real-time social big data analytics. It is designed to ingest, store, process, index, and visualize the huge amount of information in real-time. The proposed system adopts distributed machine learning with our proposed method for enhancing decision-making processes. Extensive experiments conducted on two benchmark data sets demonstrate that our proposal for sentiment analysis outperforms well-known distributed recurrent neural network variants (i.e., Long Short-Term Memory (LSTM), Bidirectional Long Short-Term Memory (BiLSTM), and Gated Recurrent Unit (GRU)). Specifically, we tested the efficiency of our approach using the three different deep learning models. The results show that our proposed approach is able to enhance the performance of the three models. The current work can provide several benefits for researchers and practitioners who want to collect, handle, analyze and visualize several sources of information in real-time. Also, it can contribute to a better understanding of public opinion and user behaviors using our proposed system with the improved variants of the most powerful distributed deep learning and machine learning algorithms. Furthermore, it is able to increase the classification accuracy of several existing works based on RNN models for sentiment analysis. © 2019 Elsevier Ltd",Big data; BiLSTM; FastText; GRU; LSTM; Natural language processing; Recurrent neural networks; Sentiment analysis; Social big data analytics,Elsevier Ltd,scopus-big data,Tactical,"The abstract discusses the development of a sentiment analysis approach that enhances classification accuracy and supports decision-making processes in marketing activities, which aligns with tactical decision-making in interpreting strategic goals into actionable targets.",15,60,20,0,5
Forecasting client retention — A machine-learning approach,Schaeffer S.E.; Rodriguez Sanchez S.V.,2020,10.1016/j.jretconser.2019.101918,"In the age of big data, companies store practically all data on any client transaction. Making use of this data is commonly done with machine-learning techniques so as to turn it into information that can be used to drive business decisions. Our interest lies in using data on prepaid unitary services in a business-to-business setting to forecast client retention: whether a particular client is at risk of being lost before they cease being clients. The purpose of such a forecast is to provide the company with an opportunity to reach out to such clients as an effort to ensure their retention. We work with monthly records of client transactions: each client is represented as a series of purchases and consumptions. We vary (1) the length of the time period used to make the forecast, (2) the length of a period of inactivity after which a client is assumed to be lost, and (3) how far in advance the forecast is made. Our experimental work finds that current machine-learning techniques able to adequately predict, well in advance, which clients will be lost. This knowledge permits a company to focus marketing efforts on such clients as early as three months in advance. © 2019 Elsevier Ltd",Client retention; Machine learning; Prepaid unitary services; Sales forecasting,Elsevier Ltd,scopus-big data,Tactical,"The abstract discusses the use of machine learning techniques to forecast client retention, which involves interpreting strategic goals into actionable targets and marketing efforts. This is a structured decision-making process aimed at improving client retention.",10,70,15,0,5
THE DATA HIERARCHY: factors influencing the adoption and implementation of data-driven decision making,Sleep S.; Hulland J.; Gooner R.A.,2019,10.1007/s13162-019-00146-8,"Marketing practitioners have access to a rapidly increasing quantity and variety of data from customers and other stakeholders. Managers use the term “Big Data” to describe this avalanche of information, which many view as critical to providing a better understanding of customers and markets. This research uses interviews with managers to examine the marketing function’s perspective on data-driven decision making within the firm. Based on informant responses, we develop a hierarchy of data-oriented decision making, describe the drivers that influence where a firm falls within this hierarchy, and detail several transition capabilities for marketing managers interested in becoming more data-driven. The key factors that influence the level of data driven decision making are: 1) firm environment; 2), competition, 3) executive commitment, 4) interdepartmental dynamics, and 5) organizational structure. This framework guides marketing managers both in evaluating the firm’s data capabilities and facilitating change. © 2019, Academy of Marketing Science.",Big data; Big data hierarchy; Data-driven decision making; Grounded theory,Springer,scopus-big data,Strategic,"The abstract discusses the high-level perspective of marketing managers on data-driven decision making, focusing on the long-term implications of using big data to enhance understanding of customers and markets. It outlines a framework for evaluating data capabilities and facilitating organizational change, which aligns with strategic planning.",60,20,10,0,10
Establishing an automated brand index based on opinion mining: analysis of printed and social media,Nuortimo K.; Harkonen J.,2019,10.1057/s41270-019-00060-9,"This article analyses the potential of using opinion mining based on big data to calculate a brand index to reflect brand image in the media. The study is realised as a combination of analysing previous literature and applying a media monitoring tool to analyse editorial publications and social media to gain brand-related media sentiment. The potential of opinion mining and the use of vast amounts of data are demonstrated. The results indicate that sentiment analysis based on big data has potential for automating the calculation of brand indices. It seems that big data can be used to compare brands and the nature of their media visibility. Marketing research and the analytics domain can benefit from big data and their related meaningful applications. © 2019, Springer Nature Limited.",Big data; Brand image; Brand index; Data-driven decision-making; Marketing analytics; Media sentiment; Opinion mining,Palgrave Macmillan Ltd.,scopus-big data,Tactical,"The abstract discusses the use of opinion mining and big data to automate the calculation of brand indices and analyze media sentiment, which aligns with tactical decision-making in marketing analytics and brand management.",20,60,15,0,5
Leveraging trends in online searches for product features in market response modeling,Du R.Y.; Hu Y.; Damangir S.,2015,10.1509/jm.12.0459,"Evolving tastes can change the relative importance of product features in shaping consumers' purchase decisions, which in turn can shift the relative attractiveness of products with different feature levels. The challenge lies in finding a reliable yet cost-effective way to monitor the weights consumers place on various product features. In the context of the U.S. automotive market, the authors explore the potential of using trends in online searches for feature-related keywords as indicators of trends in the relative importance of the corresponding features (e.g., fuel economy, acceleration, cost to buy, cost to operate, body type). By augmenting marketing-mix data with feature search data in a market response model, they show substantial improvements in goodness-of-fit both in and out of sample. The authors find empirical support for the hypothesis that feature search trends are positively correlated with feature importance trends. They discuss how managers may make better decisions by monitoring feature search trends and leveraging those trends strategically. © 2015, American Marketing Association.",Big data; Conjoint analysis; Google trends; Market response model; Product feature,American Marketing Association,scopus-big data,Tactical,"The abstract discusses using online search trends to influence marketing decisions, which implies a more structured, decision-making approach aligned with marketing analytics and campaign optimization, aligning with tactical goals.",15,65,15,0,5
"New B2B methods, techniques and technologies for capturing insights of major account managers: Developing B2B communities for energy supply",Sood S.C.; Pattinson H.M.,2014,10.1108/S1069-096420140000021008,"This chapter covers a diverse range of alternative methods for capturing deep major account insights online. Increasingly in the twenty first century, B2B decision-makers remain abreast of industry innovations and product information through participation in online communities. Through using social mobile technologies businesses exchange product and service experiences online amongst peers not just vendor organisations. A key aspect of this chapter shares rationale for selection of a marketing versus research community, community objectives, online techniques to gain major account insights using big data, resourcing, integration with existing marketing systems and budgeting for ongoing maintenance of marketing communities supporting B2B sales and marketing initiatives. This chapter focuses on the emerging area of B2B sales activities for creation and management of online communities for Major Account management of energy supply customers. A case-based research strategy specifically honed towards sensemaking of major account activities through using B2B online communities in conjunction with emerging research methods is outlined and critiqued. Copyright © 2014 by Emerald Group Publishing Limited.",Big data; Major account management; Netnography; Online communities; Sales; Sensemaking; Social media,Emerald Group Publishing Ltd.,scopus-big data,Tactical,"The abstract discusses the use of online communities and techniques to gain major account insights, which aligns with tactical-level decision-making. It involves structured approaches to achieve strategic goals, such as community management and resource allocation.",20,60,15,0,5
Big data in the Mexico City brand in the context of audience fragmentation; [Big data en la marca Ciudad de México ante la fragmentación de audiencias],Sánchez L.G.C.; Calderón C.I.G.; Contreras T.C.; León A.A.R.,2020,10.14198/INTURI2020.20.06,"The article analyzes economic behavior throughout the world in response to the media effort of tourist destinations in dispersed markets. The Internet has influenced communication and boosted new technologies, which have advanced dramatically in the first three decades of the twenty-first century. This has had an impact on the various economic activities, among which tourism is particularly salient. Consequently, consumers no longer have a receptive role. They have become decision makers with respect to the media material that they consume in addition to having the opportunity of being information providers. Mexico City (CDMX), as a tourism segment, is no exception. It depends on the communication of public and private actors, who, while having certain methodologies and tools to access their audiences, interact with an audience that decides on what it receives and gives its opinion on the web. Therefore, the objective of the research is to assess the associated concepts, pages and organizations related to tourism in CDMX on the website aimed at both a domestic and international audience, designed by the government and private sector together with the input of the audience as an information provider. Likewise, the study seeks to determine the countries with the greatest interest in Mexico City as a tourist destination, since this can be highly important for directing the marketing strategies. The methodology used to explore the phenomenon takes a documentary and quantitative form, since in a first stage it includes the documentary analysis and subsequently makes the mathematical exploration through the use of network analysis (ARS) to assess the role of Big data and Smart Data in the CDMX brand before the fragmentation of audiences. © 2020 Instituto Universitario de Investigaciones Turisticas. All rights reserved.",Audience fragmentation; BIG DATA; City Brand; Mexico City (CDMX); Smart Data,Universidad de Alicante. Instituto Universitario de Investigaciones Turísticas,scopus-big data,Tactical,"The abstract discusses the assessment of tourism-related concepts and organizations in CDMX, focusing on specific methodologies and tools used to engage audiences. This indicates a structured approach to interpreting strategic goals into actionable targets, such as marketing strategies based on audience interaction and data analysis.",20,60,15,0,5
Segmenting consumers based on willingness to share data for marketing purposes,Block M.P.; Schultz D.E.,2020,,"Despite new privacy rules and regulations, such as the European Union’s General Data and Protection Regulation and the pending California Consumer Protection Act, not all consumers feel the need for data protection. Recent research has shown that 20-25 per cent of the US adult population are willing to share their personal data with marketers they ‘trust’. The marketing challenge thus becomes how to identify these willing ‘data sharers’. Using a widely available data set, this study illustrates several ‘Big Data-based’ segmentation methodologies to screen this important segment out of the general population, ranging from factor analysis to chi-squared automatic interaction detector (CHAID) decision trees. The results of these analyses identify some unexpected potential segments among these ‘data sharer’ groups, most notably young men who participate in team sports. Thus, the paper argues that rather than looking at privacy regulation as a burden, marketers might well consider it a key element in their toolbox. © 2020, Henry Stewart Publications. All rights reserved.",Big data; Ccpa; Data privacy; Data-sharers; Gdpr; Market segmentation,Henry Stewart Publications,scopus-big data,Tactical,"The abstract discusses methodologies for identifying consumer segments willing to share personal data, which falls under structured decision-making processes aimed at achieving specific marketing targets.",10,70,15,0,5
Bridging customer knowledge to innovative product development: a data mining approach,Zhan Y.; Tan K.H.; Huo B.,2019,10.1080/00207543.2019.1566662,"In the big data era, firms are inundated with customer data, which are valuable in improving services, developing new products, and identifying new markets. However, it is not clear how companies apply data-driven methods to facilitate customer knowledge management when developing innovative new products. Studies have investigated the specific benefits of applying data-driven methods in customer knowledge management, but failed to systematically investigate the specific mechanics of how firms realised these benefits. Accordingly, this study proposes a systematic approach to link customer knowledge with innovative product development in a data-driven environment. To mine customer needs, this study adopts the Apriori algorithm and C5.0 in addition to the association rule and decision tree methodologies for data mining. It provides a systematic and effective method for managers to extract knowledge ‘from’ and ‘about’ customers to identify their preferences, enabling firms to develop the right products and gain competitive advantages. The findings indicate that the knowledge-based approach is effective, and the knowledge extracted is shown as a set of rules that can be used to identify useful patterns for both innovative product development and marketing strategies. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.",customer knowledge management; data mining; fast-cycle industry; product development,Taylor and Francis Ltd.,scopus-big data,Tactical,"The abstract focuses on systematic approaches and data-driven methods for linking customer knowledge with innovative product development, which aligns with tactical decision-making processes that interpret strategic goals into actionable targets.",15,60,20,0,5
Big data clustering: A comparative study on various clustering algorithms,Ashok Kumar G.,2020,,"�Analysts classify big data as volume, velocity, and variety. Big data analysis explores intelligence from extremely wide variety of dynamic and complex data. Data cleaning is an essential step in big data analytics for easy prediction / decision making / clustering using data organizing tools. Clustering performs grouping of similar data from a population data set so that the data points in the same group show high degree of similarity between them than to the data points of other groups. Big data clustering help researchers to perform dimensionality reduction in complex problems, designing spam filters, identifying fraudulent or criminal behavior, performing Document analysis, classifying network traffic and helping Marketing /Sales analysis. The paper makes analysis of prominent big data clustering techniques in classifying data points belonging to different level of complexities. © 2020 IJSTR.",Analysis; Big Data; Clustering; Data cleaning; Dimensionality reduction; Variety and dynamic; Velocity; Volume,International Journal of Scientific and Technology Research,scopus-big data,Not identified,"The abstract discusses big data clustering techniques and their applications but does not clearly fit into any of the defined categories of strategic, tactical, or operational marketing decisions.",10,15,5,0,70
Using social media to identify tourism attractiveness in six Italian cities,Giglio S.; Bertacchini F.; Bilotta E.; Pantano P.,2019,10.1016/j.tourman.2018.12.007,"The technological revolution and the widespread of social media have allowed people to generate tremendous amounts of data every day. Social networks provide users with access to information. This paper aims to determine the attractiveness of various tourism sites by investigating the behaviour of users through social media. The database involves geo-tagged photos located in six cities serving as a relevant artistic and cultural hub in Italy. Photos downloaded from Flickr, a data-sharing platform. Data analysis was conducted using Mathematica and Machine Learning models approach. The results of our study show maps of the users’ behaviour identify the annual trend of photographic activity in cities and highlight the effectiveness of the proposed methodology that is able to provide with place and user information. The study underline how the analysis of social data can to create a predictive model to formulate tourism scenarios. At the end, general tourism marketing strategies are discussed. © 2018 Elsevier Ltd",Big data; City attractiveness; Decision support; Flickr geo-tags; Tourist behaviour,Elsevier Ltd,scopus-big data,Tactical,"The abstract discusses the analysis of user behavior through social media to create predictive models for tourism scenarios and suggests marketing strategies, indicating a focus on the implementation of strategic goals at a more structured level.",20,60,15,0,5
Marketing research in the 21st century: Opportunities and challenges,"Hair J.F., Jr.; Harrison D.E.; Risher J.J.",2018,10.5585/bjm.v17i5.4173,"The role of marketing is evolving rapidly, and design and analysis methods used by marketing researchers are also changing. These changes are emerging from transformations in management skills, technological innovations, and continuously evolving customer behavior. But perhaps the most substantial driver of these changes is the emergence of big data and the analytical methods used to examine and understand the data. To continue being relevant, marketing research must remain as dynamic as the markets themselves and adapt accordingly to the following: Data will continue increasing exponentially; data quality will improve; analytics will be more powerful, easier to use, and more widely used; management and customer decisions will increasingly be knowledge-based; privacy issues and challenges will be both a problem and an opportunity as organizations develop their analytics skills; data analytics will become firmly established as a competitive advantage, both in the marketing research industry and in academics; and for the foreseeable future, the demand for highly trained data scientists will exceed the supply. © 2018 Universidade Nove de Julho-UNINOVE. All rights reserved.",Big Data; Data Analytics; Data Quality; Marketing Analytics; Marketing Research,Universidade Nove de Julho-UNINOVE,scopus-big data,Strategic,"The abstract discusses the evolving role of marketing, emphasizing long-term implications of big data and analytics on marketing research, which aligns with strategic planning.",70,15,10,0,5
Contributions of academic articles to the practice of journalism and data management,Portilla I.,2018,10.15847/obsobs12320181245,"The increasing number of open data resources and the arrival of big data have boosted the data available as a source of news. Journalists need new skills for collecting the data and creating the news. In addition, all this data can also be used to provide new media services and to take media business decisions, and journalists need new skills related to data for these tasks. Taking into account these areas of knowledge required by journalists for the use of data, we perform a structured literature review (SLR) followed by a content analysis. The results confirm the relevance of data management in journalistic practice, requiring skills in statistics, data visualization, technology, but also in ethics, marketing or audience monitoring. © 2018 (Idoia Portilla).",Big data; Content analysis; Management; Skills; Visualization,Obercom,scopus-big data,Not identified,"The abstract discusses the need for journalists to acquire new data-related skills, which does not fit neatly into the defined categories of strategic, tactical, or operational decision-making in a marketing context.",10,15,10,5,60
Dynamics of hotel website browsing activity: the power of informatics and data analytics,Chan I.C.C.; Ma J.; Law R.; Buhalis D.; Hatter R.,2020,10.1108/IMDS-12-2019-0709,"Purpose: This paper aims to investigate the temporal dynamics of users browsing activity on a hotel website in order to derive effective marketing strategies and constantly improve website effectiveness. Users' activities on the hotel's website on yearly, monthly, daily and hourly basis are examined and compared, demonstrating the power of informatics and data analytics. Design/methodology/approach: A total of 29,976 hourly Weblog files from 1 August 2014 to 31 December 2017 were collected from a luxury hotel in Hong Kong. ANOVA and post-hoc comparisons were used to analyse the data. Findings: Users' browsing behaviours, particularly stickiness, on the hotel website differ on yearly, monthly, daily and weekly bases. Users' activities increased steadily from 2014 to 2016, but dropped in 2017. Users are most active from July to September, on weekdays, and from noon to evening time. The month-, day-, and hour-based behaviours changed through years. The analysis of big data determines strategic and operational management and marketing decision-making. Research limitations/implications: Understanding the usage patterns of their websites allow organisations to make a range of strategic, marketing, pricing and distribution decisions to optimise their performance. Fluctuation of website usage and level of customer engagement have implications on customer support and services, as well as strategic partnership decisions. Originality/value: Leveraging the power of big data analytics, this paper adds to the existing literature by performing a comprehensive analysis on the temporal dynamics of users' online browsing behaviours. © 2020, Emerald Publishing Limited.",Browsing activity; Hotel website; Strategic and tactical management; Temporal analysis; Weblog data; Website stickiness,Emerald Group Holdings Ltd.,scopus-big data,Tactical,"The abstract discusses analyzing user behavior on a hotel website to inform marketing strategies and improve website effectiveness, which aligns with tactical decision-making focused on structured targets derived from strategic goals.",20,60,15,0,5
