Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Classification,Reasons,Strategic,Tactical,Operational,Out of Scope,Not Identified
The moderating effect of psychological factors on consumer of electric and hybrid vehicles' response purchase decisions,Rahahleh A.H.; Moflih M.A.; Alabaddi Z.A.; AL-Nsour S.N.,2020,10.5267/j.msl.2020.1.015,"This research provides an analysis and evaluation of consumer purchasing behavior using green electronic marketing of vehicles diversification into new markets, focusing on Electrical Vehicles (Ev) and Hybrid Vehicles (Hv). The world has been making remarkable efforts to make everything green and cleaner by the help of the advanced technology, including transportation. The technology especially the E marketing, social media, etc. focuses on orienting people to believe that hybrid and electrical vehicles generate less pollution, will save money and reduce dependence on natural sources of fuel. This research aims to inspect the relationship between Stimuli Factors, Electrical Vehicles' (Ev) and Hybrid Vehicles' (Hv) Consumers and Response Purchase Decisions (S-O-R), in addition to inspect the moderation effects of Psychological Inputs on S-O-R relationship in Vehicle industry of Jordan. The current research used quantitative method to gather accessible data from the sample of the study. Variables used in this study include HVs & EVs consumers, Stimuli factors (marketing inputs, external environment) and positive psychological inputs and response purchase decisions. Partial Least Squares (PLS) approach as a statistical method was used to analyze the data. Results indicate that all the relations had a positive significant, except the interactional relationship between Stimuli factors which includes marketing inputs, external environment, and positive psychological inputs, affect response purchase decisions. In other words, the mediation (HVs & EVs consumers) shows valuable change for the prediction of response purchase decisions while, moderated effect of psychological inputs did not make change. © 2020 by the authors; licensee Growing Science, Canada. This is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC-BY) license (http://creativecommons.org/licenses/by/4.0/).",Electrical Vehicles' (Ev) and Hybrid; Green Electronic Marketing; Psychological inputs; Response Purchase Decisions; S-O-R model; Stimuli Factors; Vehicles' (Hv) Consumers,Growing Science,scopus-prediction,Tactical,"The research primarily analyzes consumer purchasing behavior and the impact of marketing stimuli on purchase decisions, which aligns with tactical marketing decisions. It focuses on structured targets related to marketing inputs and consumer responses in the vehicle industry.",15,65,15,0,5
Designing an adaptive neuro fuzzy inference system for prediction of customers satisfaction,Neshat M.; Pourahmad A.A.; Hasani M.R.,2016,10.1142/S0219649216500374,"Nowadays, in order to succeed in business and presence in the world markets, it is essential to outperform the competitors to get bigger market share. To get customers satisfaction of products is the first stage of success in business. Studying the different factors involved in increasing the level of customer's satisfaction and researching in this field has caused development in several companies. In this paper, an adaptive neuro-fuzzy inference system (ANFIS) and a fuzzy inference system (FIS) are designed for marketing mix model. By using the P4 principle (price, product, place, promotion) and by combining it with the marketing experts' knowledge, good results were achieved using ANFIS. This system as an advisor with high accuracy can reduce the human errors and play a significant role in decision making by corporate managers. The results of two systems were compared and it was seen that ANFIS had a better performance than FIS with mean accuracies of 98.6% and 87.25%, respectively. © 2016 World Scientific Publishing Co.",adaptive neuro fuzzy inference system; Fuzzy decision; fuzzy expert system; marketing model,World Scientific Publishing Co. Pte Ltd,scopus-prediction,Tactical,"The abstract discusses the implementation of an adaptive neuro-fuzzy inference system (ANFIS) and a fuzzy inference system (FIS) for improving marketing mix decisions. This involves structured decision-making related to marketing analytics and product strategies, which align with tactical decision-making.",20,60,15,0,5
Estimating the importance of consumer purchasing criteria in digital ecosystems,Peláez J.I.; Cabrera F.E.; Vargas L.G.,2018,10.1016/j.knosys.2018.07.023,"The purchasing process consists of multiple, non-isolated phases that describe the interactions between consumers and products. One of these phases is the evaluation of alternatives, in which the consumer compares the benefits that will be obtained from each product or service depending on a set of criteria. Recently, the rise of online ecosystems has fueled the development of new purchasing-decision prediction models (PDPM) based on the shared opinions, concerns, and expectations of customers. Commonly, these PDPMs are constructed as multiple criteria decision analysis (MCDA) methods, where experts ascertain the consumer's purchasing criteria, as well as the importance of them, by means of surveys and their own experience. Although relying on experts may be appropriate for identifying criteria, this approach is not suitable for assessing the importance of said criteria due to the large volume of information available on the Web. Furthermore, the preferences of consumers in online ecosystems evolve constantly. In this regard, we consider that the information about purchase-criteria importance should be derived exclusively from the opinions of consumers. However, the attitude and thought-process leading to purchases contain inherent relationships that consumers are not able to express explicitly; consequently, we explore the possibility to make use of the synergies between criteria along user preferences. This paper proposes a new PDPM that estimates the importance of the criteria and values the alternatives by only considering the opinions expressed by consumers in digital ecosystems, while using an expert-defined set of criteria. The proposed approach extracts the weights of both criteria and alternatives and determines the implicit synergies within them without the need of additional input. Lastly, it uses the Choquet integral for weight and valuation aggregation and determines a purchase ranking. This model has been tested in real examples, obtaining satisfactory results. © 2018",Aggregation operators; Choquet integral; Marketing; Sentiment analysis; Synergy criteria,Elsevier B.V.,scopus-prediction,Tactical,"The abstract discusses a purchasing-decision prediction model (PDPM) that focuses on evaluating alternatives based on consumer opinions and criteria. This aligns with tactical decision-making, as it interprets strategic goals into structured targets related to consumer behavior and purchase predictions.",10,70,15,0,5
Entrepreneurial and ethical adoption behaviour of cloud computing,Ratten V.,2012,10.1016/j.hitech.2012.06.006,"In light of continuing use and media attention placed on cloud computing, the study of ethical behaviour in technology innovations remains an important area of research, which helps to understand the antecedents of a person's intention to adopt cloud computing based on their ethical orientation. The present study examines how ethics influences a person's decision to adopt cloud computing, and how in turn ethical behaviours affect technology innovations. Based on social cognitive theory, this paper proposes that a higher ethical and entrepreneurial orientation will lead to a person adopting cloud computing. Moreover, the marketing, learning and outcome expectancy a person has about cloud computing will positively affect their intention to adopt this technology. The predictions are tested through a survey, which indicates that ethics and marketing are important determinants of a person's behavioural intention towards technology innovations. © 2012 Elsevier Inc. All rights reserved.",Cloud computing; Entrepreneurship; Ethics; Learning; Social cognitive theory; Technology marketing,,scopus-prediction,Strategic,"The study examines ethical behavior and its influence on the intention to adopt cloud computing, which aligns with long-term organizational goals and the broader implications of technology adoption.",60,25,10,0,5
The impact of online product reviews on product returns,Sahoo N.; Dellarocas C.; Srinivasan S.,2018,10.1287/isre.2017.0736,"Although many researchers in information systems and marketing have studied the effect of product reviews on sales, few have looked at their effect on product returns. We hypothesize that, by reducing product uncertainty, product reviews affect the probability of product returns. We elaborate this hypothesis starting with an analytical model that examines how changes in valence and precision of information from product reviews influence the purchase and return probabilities of risk-averse, but rational, consumers. We then empirically test our hypotheses using a transaction-level data set from a multichannel, multibrand North American specialty retailer. Harnessing different consumers' purchases and returns of the same products, but with varying sets of product reviews over two years, we show that the availability of more reviews and the presence of more ""helpful"" reviews, as voted by consumers, lead to fewer product returns-after controlling for customer, product, and other context-related factors. Analyzing the purchase behavior of the consumers, we find that when fewer product reviews are available, consumers buy more substitutes in conjunction with a product, potentially to mitigate their uncertainty. Purchase of substitutes, in turn, leads to more product returns. Finally, leveraging a discontinuity in the displayed average ratings, we find that when products are shown with an average rating that is higher than the true rating, they are returned more often. These results support the predictions of our theoretical model-unbiased online reviews indeed help consumers make better purchase decisions, leading to lower product returns; biasing reviews upward results in more returns. The presence of online reviews has important cost implications for the firm beyond the cost of reprocessing the returns; we observe that when consumers return products, they are more likely to write online reviews and that these reviews are more negative than reviews that follow a nonreturned purchase. © 2018 INFORMS.",Product returns; Product reviews; Quality of purchase decision; Regression discontinuity,INFORMS Inst.for Operations Res.and the Management Sciences,scopus-prediction,Tactical,"The abstract discusses the impact of product reviews on purchase and return behaviors, which aligns with tactical decision-making related to marketing analytics, customer acquisition, and purchase prediction. It focuses on structured analysis of data to inform specific marketing strategies.",15,70,10,0,5
Understanding Adoption of Innovations and Behavior Change to Improve Agricultural Policy,Pannell D.; Zilberman D.,2020,10.1002/aepp.13013,"Research on the adoption of new practices and new behaviors in agriculture continues to grow and evolve, and its relevance to policy remains high. This special issue presents 10 papers that provide overviews of important aspects of the recent adoption literature, or identify gaps and opportunities in the literature. Adoption research has been innovative in a number of ways, including its recognition of adoption decision making as a process, not an event; its emphases on heterogeneity and learning; and its strong multidisciplinary flavor. There is scope for further innovation through efforts to enhance predictions of adoption, better understanding the balance between profit and non-profit motivations, and better recognizing the influence on adoption of characteristics of the innovations, not just characteristics of the potential adopters and their contexts. Opportunities for policy include effort to support women farmers' adoption of beneficial innovations in developing countries, and use of tools and approaches from marketing in public extension programs. © 2020 Agricultural and Applied Economics Association",adoption of innovations; agricultural extension; agricultural policy; behavior change; technology change,John Wiley and Sons Inc.,scopus-prediction,Out of scope,"The content of the abstract focuses on agricultural research and adoption practices, which are not related to marketing. It discusses the implications for policy and innovation in agriculture, rather than marketing strategies or applications.",0,0,0,100,0
Fare prediction websites and transaction prices: Empirical evidence from the airline industry,Mantin B.; Rubin E.,2016,10.1287/mksc.2015.0965,"The marketing and operations disciplines have increasingly accounted for the presence of strategic consumer behavior. Theory suggests that such behavior exists when consumers are able to consider future distribution of prices, and that this behavior exposes firms to intertemporal competition that results with a downward pressure on prices. However, deriving future distribution of prices is not a trivial task. Online decision support tools that provide consumers with information about future distributions of prices can facilitate strategic consumer behavior. This paper studies whether the availability of such information affects transacted prices by conducting an empirical analysis in the context of the airline industry. Studying the effect at the route level, we find significant price reduction effects as such information becomes available for a route, both in fixed-effects and difference-in-differences estimation models. This effect is consistent across the different fare percentiles and amounts to a reduction of approximately 4%–6% in transactions’ prices. Our results lend ample support to the notion that price prediction decision tools make a statistically significant economic impact. Presumably, consumers are able to exploit the information available online and exhibit strategic behavior. © 2016 INFORMS.",Airline industry; Decision support; Information availability; Revenue management; Strategic consumers,INFORMS Inst.for Operations Res.and the Management Sciences,scopus-prediction,Strategic,"The abstract discusses the impact of online decision support tools on consumer behavior and pricing strategies within the airline industry, indicating a focus on long-term strategic implications for pricing decisions and competition.",60,25,10,0,5
Semiautomated identification and classification of customer complaints,Choe P.; Lehto M.R.; Shin G.-C.; Choi K.-Y.,2013,10.1002/hfm.20325,"This paper examines the feasibility of extracting useful information from customer comments using a Naïve Bayes classifier. This was done for a database, obtained from a large Korean mobile telephone service provider, of 533 customer calls to call centers in 2009. After eliminating calls not containing customer complaints or comments, the remaining 383 comments were classified by an expert panel into four domains and 27 complaint categories. The four domains were Transaction-related (189 comments, 49%), Product-related (120 comments, 31%), Customer Service or Support-related (38 comments, 10%) and Customer Outreach and Marketing-related (36 comments, 9%). The comments were then randomly assigned to either a training set (257 cases, 67%) or test set (126 cases, 33%). The training set was used to develop a Naïve Bayes classifier that correctly predicted the domain 75% of the time and the specific subcategory 51% of the time for the test set. Prediction accuracy was strongly related to prediction strength for both sets of predictions, suggesting that simple filtering strategies where difficult to understand comments are flagged for expert review and easy comments are automatically classified are both technically feasible and likely to be practically valuable. Several strong predictors were also identified that corresponded to categories more detailed than those originally assigned. © 2012 Wiley Periodicals, Inc., A Wiley Company.",Bayesian inference; Call center agent; Customer complaints; Decision support; TextMiner,,scopus-prediction,Tactical,"The paper discusses the application of a Naïve Bayes classifier to analyze customer comments, which aligns with tactical decision-making in interpreting strategic goals into specific targets such as improving customer service by automating the classification of complaints.",10,70,15,0,5
"Marketing information system in citrus fruit pricing: A case study of Lattakia, Syria",Sulaiman H.; Hes T.; Kandakov A.,2015,10.5901/mjss.2015.v6n5p286,"This study focuses on the field of citrus markets in the Lattakia region, the Syrian Arab Republic. Despite the high impact of citrus production on the livelihood of more than 40,000 families in the region, citrus farmers are not informed about expected prices and market trends. This information is crucial to making successful business decisions. The main aim of the paper is the assessment of Lattakia market price dynamics and to verify the use of regression and OLS models as tools of an Agricultural Marketing Information System (AMIS) for citrus price forecasting in the Lattakia region. To this end, five indicators were applied to the data set and two models for citrus wholesale price prediction on the Lattakia markets were tested in the paper. These indicators and models were applied to empirical data, obtained from an actual Marketing Information System in the Lattakia Region. The results showed high volatility in the prices between the markets and over different months and the regression model with an index of determination R² = 0.90 was identified as suitable for seasonal price predictions (short term forecasting), while the least square method was a good tool for annual price prediction (long term). © 2015, Mediterranean Center of Social and Educational Research. All rights reserved.",AMIS; Citrus fruits; Lattakia; Marketing information system; Syria,Mediterranean Center of Social and Educational Research,scopus-prediction,Tactical,"The study involves assessing market price dynamics and forecasting citrus prices, which relates to structured decision-making and targets for farmers in the citrus market. It utilizes models for price prediction that can inform immediate business decisions.",10,70,15,0,5
Hoping grey goes green: air pollution’s impact on consumer automobile choices,Li J.; Moul C.C.; Zhang W.,2017,10.1007/s11002-016-9405-2,"This paper examines to what extent, if any, natural environmental factors affect consumer purchase decisions regarding “green” products. We collect and combine several unique datasets to study the impact of air pollution on consumers’ choices of passenger vehicles in China. Exploiting cross-city variation, we find that air pollution levels negatively affect the sales of fuel-inefficient cars on average. This relationship, though, is U-shaped over the observed air pollution levels, in that fuel-inefficient car purchases rise with air pollution beyond some threshold. Furthermore, a city’s income level is a significant factor in this non-monotonic relationship, in the sense that consumers of higher-income cities are less likely to suffer this reversal. All these results are consistent with the literature’s theoretical predictions of hope. The rich findings of our study yield important implications to both marketers and policy makers. © 2016, Springer Science+Business Media New York.",Applied industrial organization; Choice model; Consumer behavior; Environmental economics; Green marketing; Hope,Springer New York LLC,scopus-prediction,Strategic,"The paper discusses the long-term implications of natural environmental factors on consumer behavior, particularly regarding the purchase of 'green' products. It highlights the relationship between air pollution and consumer choices, which aligns with strategic planning in marketing.",60,20,15,0,5
Not Merely a Matter of Drawing Arrows: The Empirical Consequences of Measurement Model Specification and Recommendations for Practice,Chan E.K.; Sturman M.; Park S.; Vanderpool C.,2017,10.1177/1938965516686115,"Understanding measurement model specification is especially important for hospitality research due to its cross-disciplinary nature and the prevalence of measures used in the field which are often central to the formative versus reflective debate (e.g., SERVQUAL, socioeconomic status). The current study contributes to this topic by providing empirically based prescriptive advice to drive better measurement model specification. Specifically, the decision-making procedures developed by this study can complement theoretical reasons for a model choice as well as help determine a correct model choice when theories are equivocal or non-existent. This study combines actual and simulated data to show that model fit statistics alone cannot determine which model specification is correct, but also that a correct measurement model will generate more accurate predictions within a model which in turn will offer more accurate managerial recommendations. © 2017, © The Author(s) 2017.",formative measures; marketing constructs; reflective measures; simulations; structural equation modeling,SAGE Publications Inc.,scopus-prediction,Tactical,"The abstract discusses measurement model specification and the decision-making procedures that can aid in model choice, which aligns with the tactical level of interpreting strategic goals into actionable targets in hospitality research.",10,60,25,0,5
Predictive analytics - The future of data-driven social marketing,Niţu C.V.,2016,,"Given the dynamic business environment of today, companies need accurate and timely information in order to make the best decisions for the company and to respond promptly to any market changes, competitors and customers needs. The emergence and development of the Internet has changed the business model. Now, the notion of quantity and quality as the only references for the growth and development of a business, have been replaced with the visibility of the company and its products on the market. Internet will help any company to successfully promote their products and services and predict how consumers will respond in the future through predictive analytics tools. If we intend to predict how consumers will respond in the future we need to know how to use forward looking analytical. Predictive analytics provide the marketer something more than standard business reports and sales forecasts, these tools provide specific forecasts for each consumer. The forecasts include all channels, both online and offline, and predict what they intend to buy or to watch, how they will respond or what consumers will refuse. If we can provide these issues, we have control of the situation. © 2016, SRAC - Societatea Romana Pentru Asigurarea Calitatii. All rights reserved.",Business intelligence; Forecasting; Prediction; Predictive analytics,SRAC - Societatea Romana Pentru Asigurarea Calitatii,scopus-prediction,Strategic,"The abstract discusses the need for companies to utilize predictive analytics to make long-term decisions in response to market dynamics and consumer behavior, aligning with defining organizational goals and responding to market changes.",60,25,10,0,5
The Influence of B to B Social Media Message Features on Brand Engagement: A Fluency Perspective,McShane L.; Pancer E.; Poole M.,2019,10.1080/1051712X.2019.1565132,"Purpose: Social media is increasingly drawing the attention and interest of business-to-business (B to B) organizations. Yet, B to B organizations remain cautious in their social media pursuits, in part based on a stated lack of understanding for best practices. The purpose of the current work is to take initial steps to address this challenge by identifying specific social media message features that influence online users’ engagement with B to B organizations. Methodology/Approach: This work examines the Twitter feeds of the top 50 social B to B brands (as reported by Brandwatch in 2015) to examine the effects of message features (hashtags, text difficulty, embedded media, and message timing) on user engagement, captured in terms of Twitter likes and retweets. Findings: We argue that message features that enhance fluency (e.g., images) should enhance engagement. In contrast, those that disrupt fluency (e.g., hasthags) should result in lower levels of engagement. Consistent with these predictions, we find that hashtags and text difficulty correlate to lower levels of engagement whereas embedded media in the form of images and video correlate to higher levels of engagement. Also consistent with the proposed fluency framework, we find that tweets from B to B organizations generate greater engagement on evenings and weekends. Research Implications: This research applies a fluency lens to identify specific message features that influence online engagement. In doing so, it highlights fluency as a powerful construct for understanding the drivers of B to B social media brand engagement. More generally, this work suggests fluency as a valuable conceptual lens for developing effective B to B social media strategies. This research also speaks to the complexity of B to B social media strategies–organizations must go beyond content and platform decisions, to also consider the specific features of the message. Practical Implications: Social media is becoming more and more important to B to B organizations and is as yet an underutilized engagement tool. The current work offers initial strategies regarding message features that business practitioners can incorporate into their content development strategies to strengthen engagement. Specifically, efforts should be made to attain high levels of fluency in B to B social media content development. Originality/Value/Contribution of the Paper: The current work offers initial insights as to the importance of understanding not only how social media topics/content influence engagement, but also the influence of message features (e.g., hashtags, embedded media). In doing so, it highlights fluency as a novel conceptual lens for developing more effective B to B social media strategies. Finally, it draws on actual tweets from leading B to B brands to examine the proposed influence of message features on engagement. © 2019, © 2019 Taylor & Francis Group, LLC.",B to B; business marketing; engagement; Fluency; industrial marketing; social media; Twitter,Routledge,scopus-prediction,Tactical,"The abstract focuses on specific social media message features that influence user engagement, which aligns with tactical decision-making. It provides insights on practical strategies for enhancing engagement through content development, fitting well within the tactical realm of interpreting strategic goals into actionable targets.",10,70,15,0,5
Resale Price Maintenance: Implications of Marketing Trends for the Colgate Doctrine and the Leegin Factors,Gundlach G.T.; Krotz R.T.,2020,10.1177/0743915618821315,"Resale price maintenance (RPM) is a channel pricing strategy that restricts the price below which a reseller may sell a manufacturer’s product. More than $300 billion in U.S. sales are affected annually by RPM agreements. Adopting a marketing perspective and analyzing trends in distribution arrangements and marketing channel systems, the authors offer predictions regarding the antitrust treatment of RPM following the Supreme Court’s decision in Leegin Creative Leather Products, Inc. v. PSKS, Inc. (2007). This research furthers the understanding of the role of the prior Colgate doctrine in establishing the existence of an RPM agreement and the impact of the new Leegin factors for assessing the competitive effects of RPM. Implications for stakeholders affected by RPM and related unilateral price policies are discussed. © American Marketing Association 2019.",antitrust law; channel pricing strategy; competition; resale price maintenance; unilateral price policies,SAGE Publications Ltd,scopus-prediction,Strategic,"The abstract discusses resale price maintenance (RPM) as a significant pricing strategy and analyzes its implications for antitrust law, which aligns with long-term organizational goals and the strategic planning of pricing decisions.",60,25,10,0,5
Managerial empathy facilitates egocentric predictions of consumer preferences,Hattula J.D.; Herzog W.; Dahl D.W.; Reinecke S.,2015,10.1509/jmr.13.0296,"Common wisdom suggests that managerial empathy (i.e., the mental process of taking a consumer perspective) helps executives separate their personal consumption preferences from those of consumers, thereby preventing egocentric preference predictions. The results of the present investigation, however, show exactly the opposite. First, the authors find that managerial empathy ironically accelerates self-reference in predictions of consumer preferences. Second, managers' self-referential tendencies increase with empathy because taking a consumer perspective activates managers' private consumer identity and, thus, their personal consumption preferences. Third, empathie managers' self-referential preference predictions make them less likely to use market research results. Fourth, the findings imply that when explicitly instructed to do so, managers are capable of suppressing their private consumer identity in the process of perspective taking, which helps them reduce self-referential preference predictions. To support their conclusions, the authors present four empirical studies with 480 experienced marketing managers and show that incautiously taking the perspective of consumers causes self-referential decisions in four contexts: product development, communication management, pricing, and celebrity endorsement. © 2015, American Marketing Association.",Consumer preference predictions; Managerial decision making; Managerial empathy; Managers' consumer identity; Responsiveness to market research,American Marketing Association,scopus-prediction,Tactical,"The abstract discusses managerial empathy and its effects on decision-making processes in marketing contexts such as product development and pricing. These aspects relate closely to the interpretation of strategic goals into structured targets, which characterizes tactical decision-making.",20,50,20,5,5
Allocation with traffic spikes: Mixing adversarial and stochastic models,Esfandiari H.; Korula N.; Mirrokni V.,2018,10.1145/3105446,"Motivated by Internet advertising applications, online allocation problems have been studied extensively in various adversarial and stochastic models. While the adversarial arrival models are too pessimistic, many of the stochastic (such as i.i.d. or random-order) arrival models do not realistically capture uncertainty in predictions. A significant cause for such uncertainty is the presence of unpredictable traffic spikes, often due to breaking news or similar events. To address this issue, a simultaneous approximation framework has been proposed to develop algorithms that work well both in the adversarial and stochastic models; however, this framework does not enable algorithms that make good use of partially accurate forecasts when making online decisions. In this article, we propose a robust online stochastic model that captures the nature of traffic spikes in online advertising. In our model, in addition to the stochastic input for which we have good forecasting, an unknown number of impressions arrive that are adversarially chosen. We design algorithms that combine a stochastic algorithm with an online algorithm that adaptively reacts to inaccurate predictions. We provide provable bounds for our new algorithms in this framework. We accompany our positive results with a set of hardness results showing that our algorithms are not far from optimal in this framework. As a byproduct of our results, we also present improved online algorithms for a slight variant of the simultaneous approximation framework. Copyright © 2018 Association for Computing Machinery. All Rights Reserved.",Online advertisement; Online budgeted allocation; Online matching; Traffic spikes,Association for Computing Machinery,scopus-prediction,Tactical,"The abstract discusses the design of algorithms and models that address online allocation problems in advertising, which aligns with tactical decision-making focused on optimizing processes like campaign automation, targeting, and user engagement.",10,70,15,0,5
Technology-enabled community data for gaining pre-release brand insights,Ponnamma Divakaran P.K.,2018,10.1016/j.techfore.2017.09.024,"In the past, studies have investigated brand equity only in the ‘post-launch’ context, hence missing opportunities to make early corrections in cases of negative favourability. Using technology-enabled online community data, this study examines whether ‘pre-launch’ brand favourability can predict community's post-launch purchase decisions, by introducing a new construct called community-based brand equity (CoBBE). This study also investigates whether CoBBE can predict future sales of new products. Weekly data are collected for eight weeks before and after product launch from a movie-based online community for a period of 16 months. The results show that community-based variables such as pre-launch brand awareness level, brand favourability and brand strength have a significant influence on 1) community members' post-release purchase decisions both in the opening week as well as the entire lifetime of products, and 2) satisfaction level. The study also finds that CoBBE is a significant predictor of future market sales, thus showing the usefulness of CoBBE as an early warning diagnostic tool which will enable movie studios to gain early brand-related insights as well as to make early corrective actions when needed. © 2017 Elsevier Inc.",Brand awareness; Brand equity; Brand favourability; Online community; Sales prediction,Elsevier Inc.,scopus-prediction,Tactical,"The study investigates pre-launch brand favourability and its impact on post-launch purchase decisions, which aligns with tactical decision-making in marketing analytics and purchase prediction.",20,60,15,0,5
Good and guilt-free: The role of self-accountability in influencing preferences for products with ethical attributes,Peloza J.; White K.; Shang J.,2013,10.1509/jm.11.0454,"The market share of brands positioned using ethical attributes typically lags behind brands that promote attributes related to product performance. Across four studies, the authors show that situational factors that heighten consumers' self-accountability (i.e., activation of their desire to live up to their self-standards) lead to increased preferences for products promoted through their ethical attributes. They investigate their predictions regarding selfaccountability in multiple ways, including examining the moderating roles of awareness of the discrepancy between a person's internal standards and actual behavior, self-accountability priming, and the presence of others in the decision context. Furthermore, they demonstrate that the subtle activation of self-accountability leads to more positive reactions to ethical appeals than explicit guilt appeals. Finally, they show that preference for a product promoted through ethical appeals is driven by the desire to avoid anticipated guilt, beyond the effects of impression management. Taken together, the results suggest that marketers positioning products through ethical attributes should subtly activate consumer self-accountability rather than using more explicit guilt appeals. © 2013, American Marketing Association.",Environment; Ethical products; Green marketing; Self-accountability; Sustainability,American Marketing Association,scopus-prediction,Tactical,"The abstract discusses how situational factors influence consumer preferences for ethical branding, which relates to tactical marketing decisions. It provides insights into specific strategies marketers can employ, such as activating self-accountability subtly rather than through explicit guilt appeals, thus aligning with tactical execution of marketing campaigns.",15,65,15,0,5
"Experience, socialization and customer retention: Lessons from the dance floor",Giudicati G.; Riccaboni M.; Romiti A.,2013,10.1007/s11002-013-9233-6,"Experience and socialization are key factors in customer commitment and defection decisions. To study the effect of experience and social relationships on customer retention, we analyze a reality-mined co-presence network of health club members over a period of 4 years. Since central customers in the network have more social ties they will lose if they defect, we use centrality as a proxy for customer relationship switching costs. We find that long-standing customers do have a lower chance of renewing their contracts. However, in line with theoretical predictions (Burnham et al., Journal of the Academy of Marketing Science 31(2):109-126, 2003), the consumer's centrality in the network (reflecting a social cost of defection) reduces customer churn rate. This study's results indicate that the inclusion of social effects increases the predictive power of the customer churn model (Nitzan and Libai, Journal of Marketing 75(6):24-38, 2011), thus contributing to our understanding of the role social networks play in customer decisions. © 2013 Springer Science+Business Media New York.",Co-experience network; Co-presence data; Customer retention; Relational switching cost; Social networks,,scopus-prediction,Tactical,"The study focuses on customer retention and the impact of social networks on customer decisions, which aligns with tactical marketing decisions that aim to optimize customer engagement and reduce churn rates.",10,70,15,0,5
Renew or cancel? Drivers of customer renewal decisions for IT-based service contracts,v. Wangenheim F.; Wünderlich N.V.; Schumann J.H.,2017,10.1016/j.jbusres.2017.06.008,"Manufacturers increasingly integrate information and communication technologies into their products so that they can provide IT-based services. Organizations that formerly concentrated on transactional sales thus confront a new challenge associated with managing service usage—retention and extracting value from investments in smart technology. This study combines a marketing and an information systems perspective in a field study conducted jointly with a large European car manufacturer. Understanding the renewal decision for IT-based service contracts requires knowledge from both disciplines. The paper shows that combining behavioral predictor variables stemming from marketing research and technology-related perceptual variables stemming from technology acceptance research increases the explanatory power and prediction accuracy of forecasting models for customer renewal decisions. Specifically, the authors show that perceptions of usefulness become more important the longer customers use IT-based services and the more services they use within the service contract. © 2017",Contract renewal; Customer churn; Free trial; IT-based service; Retention; Smart services,Elsevier Inc.,scopus-prediction,Tactical,"The study focuses on understanding customer renewal decisions for IT-based service contracts by combining marketing and technology acceptance perspectives, which aligns with more structured decision-making processes associated with tactical levels.",20,60,15,0,5
Comparative analysis and short term sales forecasting for an Ethiopian shoe manufacturing company,Gebre T.W.; Singh R.,2016,10.17010/ijom/2016/v46/i10/102853,"Forecasts are a basic input in the decision processes of operations management because they provide information on future demand and to increase revenue. The main purpose of this paper was to compare three different quantitative forecasting methods and develop a monthly short term sales forecasting model specifically on shoes of A-Shoe Company, Addis Ababa, Ethiopia. Twelve months (December 2013 - November 2014) sales data (of different types of pair of shoes) was collected from the company. From quantitative forecasting methods, a time-series model, that is, moving average, weighted moving average, and exponential smoothing were used to predict monthly sales forecast for the month of December 2014. Trend equation was formulated by using the least square regression method; analysis was done along with standard error of estimate. Prediction interval limits at 95% level of confidence were calculated. Exponential smoothing forecasting method (with alpha value 0.1) was found to be fit when comparing different mean absolute deviation (MAD), mean squared error (MSE), and mean absolute percent errors (MAPE). The forecasted shoe sales value was found to be within the prediction interval limits. ANOVA results revealed that the calculated value of F (9.34) was less than the table value of F (10.04). Hence, the null hypothesis (b = 0) is accepted. The resulting forecasting method can be used to provide a framework to forecast sales, specifically for national and international products and can position an organization's manufacturing services by designing the manufacturing service.",ANOVA; Confidence level; Quantitative forecasting methods; Sales forecasting; Shoe demand marketing,Associated Management Consultants Pvt. Ltd.,scopus-prediction,Tactical,"The abstract focuses on comparing quantitative forecasting methods to develop a sales forecasting model for a specific product, which aligns with tactical decision-making that interprets strategic goals into specific targets and actions.",10,70,15,0,5
Forecasting monthly data using total and split exponential smoothing,Mun M.K.; Chong C.W.; Nassir A.M.,2018,,"In the motion picture industry, the movie market players always rely on accurate demand forecasts. Distributors require the demand forecasts to make decisions such as marketing strategy and costs, number of screens, and release timing. Movie demand is known to show seasonality. Thus, forecasting methods which are able to capture such patterns can be relied on to produce an accurate prediction. In this paper, we study the performance of the recently proposed exponential smoothing method. It is known as total and split exponential smoothing, and applies it to box office from the United States on monthly basis. The forecasts are evaluated against other seasonal exponential smoothing methods. Overall, total and split exponential smoothing with subjectively chosen parameters was performing well, followed by seasonal damped trend exponential smoothing method (DA-M). © 2018, Universita Putra Malaysia.",Exponential smoothing; Forecasting; Motion pictures; Movie demand; Time series,Universita Putra Malaysia,scopus-prediction,Tactical,"The abstract discusses forecasting methods used by movie distributors to make precise decisions related to marketing strategies, costs, release timing, and screen allocation. These decisions align well with tactical-level activities that interpret strategic goals into actionable targets.",10,70,15,0,5
