Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Classification,Reasons,Strategic,Tactical,Operational,Out of Scope,Not Identified
Decision making in industrial production planning using fuzzy linear programming,Vasant P.; Nagarajan R.; Yaacob S.,2004,10.1093/imaman/15.1.53,"Any modern industrial manufacturing unit inevitably faces problems of vagueness in various aspects such as raw material availability, human resource availability, processing capability and constraints and limitations imposed by the marketing department. Such a complex problem of vagueness and uncertainty can be handled by the theory of fuzzy logic. In this paper, a new fuzzy logic based methodology using a S-curve membership function is used to solve a fuzzy mix product selection problem in industrial engineering. Profits and satisfaction levels have been computed using a fuzzy linear programming approach. Since there are several decisions to be taken, a performance measure has been defined to identify the decision that achieves a high level of profit with a high degree of satisfaction.",Decision making; Fuzzy linear programming; Performance measure; S-curve membership function,Oxford University Press,scopus-fuzzy logic,Tactical,"The abstract discusses a methodology for fuzzy logic applied to product selection in industrial engineering, which aligns with tactical decision-making as it interprets strategic goals into specific targets such as profit and satisfaction levels.",15,70,10,0,5
GloStra - A hybrid system for developing global strategy and associated Internet strategy,Li S.; Davies B.J.,2001,10.1108/02635570110386643,"An intelligent hybrid system, called GloStra (developed by the author), for developing global marketing strategy and associated Internet marketing strategy is reported in this paper. The hybrid system is built to integrate the strengths of expert systems, fuzzy logic, artificial neural networks and decision support technology; and to link the development of global marketing strategy with the formulation of associated Internet marketing strategy. In the paper, the system architecture, the functional modules of the hybrid system and other associated technical issues are addressed. The directions for further research in this field are also highlighted.",Expert systems; Global marketing; Hybrid systems; Information systems; Marketing planning; Marketing strategy,Emerald Group Publishing Ltd.,scopus-fuzzy logic,Strategic,"The abstract discusses an intelligent hybrid system for developing global marketing strategies and associated Internet marketing strategies, indicating a long-term planning focus and integration of advanced technologies, which aligns with strategic decision-making in marketing.",70,20,5,0,5
Determining satisfaction of international tourist: A different approach,Carlos Martin J.; Saayman M.; du Plessis E.,2019,10.1016/j.jhtm.2019.04.005,"This paper contributes to the discourse on how to determine tourist satisfaction. The aim therefore is to analyze to what extent international tourists visiting South Africa are satisfied by using fuzzy numbers. The measurement of satisfaction with tourist destinations (DSAT)is based on a fuzzy multi-criteria decision-making (F-MCDM)model that evaluates DSAT according to a number of different segments based on gender, age, and mother tongue. We find empirical evidence for DSAT differences between the segments considered in the analysis. Results show that females are more satisfied than males; tourists between 56 and 65 years old are the most satisfied, while millennials younger than 35 are the least satisfied; English mother-tongue speakers are more satisfied than other tourists. Our findings have clear implications for DMOs' managers regarding the design of marketing campaigns for South African destinations, especially for those segments analyzed in the study. Proposals for future research will also be outlined. © 2019 CAUTHE - COUNCIL FOR AUSTRALASIAN TOURISM AND HOSPITALITY EDUCATION",Destination satisfaction; Fuzzy logic; Market segmentation; South Africa; TOPSIS; Triangular fuzzy numbers,Elsevier Ltd,scopus-fuzzy logic,Tactical,"The paper analyzes tourist satisfaction and provides insights that can inform marketing campaigns aimed at specific demographic segments, indicating a focus on structured decision-making for targeted marketing strategies.",10,70,15,0,5
A fuzzy logic apparel size decision methodology for online marketing,Nasibov E.; Demir M.; Vahaplar A.,2019,10.1108/IJCST-06-2018-0077,"Purpose: Beside the development of technology and accessibility, ease of use, ability to reach various products and compare many products at the same time make online shopping even more popular. Despite the great advantages provided by online shopping for either consumers or retailers, there are certain issues that must be solved to improve online shopping advantages. Finding right size is one of the biggest barriers against apparel online retailing. Since the use of apparels is directly related with fitting, choosing right size is becoming more critical for retailers and consumers. The purpose of this paper is to contribute to the solution of the problem. Design/methodology/approach: For the study, the specific size measurements of male shirts (collar, shoulder, chest, waist, arm length in cm) from four different sizes (small, medium, large, x-large) and from eight different brands were collected and stored in a database. Totally, weight, height and body measurements (collar, shoulder, chest, waist and arm length in cm) of 80 male candidates, between the ages of 18 and 35, were measured individually. These data were then used for experiments. Findings: Any product with known measurements can be compared with users’ body measurement based on fuzzy logic rule and the best-fitted size can be selected for users. Similarly, using the proposed web design, users are able to see desired products on users with similar body type. Originality/value: In this study, a new mathematical method based on fuzzy relations for apparel size finder is proposed. Beside, this method can group users based on body measurements in order to find people with similar size. © 2019, Emerald Publishing Limited.",Apparel size; Fitting; Fuzzy modelling; Online marketing,Emerald Group Holdings Ltd.,scopus-fuzzy logic,Tactical,"The abstract discusses a specific method for helping consumers select the right size for apparel in an online shopping context, which aligns with tactical decision-making aimed at improving user engagement and purchase prediction.",10,70,15,0,5
Consumer Behavior Modeling for Fitness Services Evaluation,Liudmyla D.; Oleksandr D.; Andrii H.; Olena S.,2020,10.2478/sbe-2020-0026,"The subject of the study was fitness services and interaction with consumers of its. It has been identified the main criteria for evaluating the fitness service by customers in process of decisions and selection of the fitness facilities for a visit Surveys of the youth segment of fitness consumers in Kharkiv were conducted and results were processed. The fitness clubs were studied in terms of communicative components of social media marketing to improve their interaction with customers. The research goal was the development computer model for multi-criteria evaluation of fitness centers and their work from clients point of view. As a modeling methodology, we proposed use fuzzy logic. As the instrument for implementation of the model specialized software FuzzyToolBox was chosen. Originally put forward the hypothesis about the possibility, reliability, simplicity and effectiveness of such an approach to modeling of the consumer evaluation of the fitness service, was confirmed as a result of the numerical calculations for fitness clubs in Kharkiv. The developed model can be applied to thetasks of multicriteria estimation of similar services provided to the population of different categories, such as: Health-improving sports activities, outdoor activities, spa, water procedures, mass physical training, health-improving, rehabilitation gymnastics, amateur sports etc. © 2020 Dorokhova Liudmyla et al., published by Sciendo.",consumer behaviour; fitness services; fuzzy evaluation,Sciendo,scopus-fuzzy logic,Tactical,"The abstract discusses the development of a computer model for evaluating fitness services based on consumer criteria, which aligns with structured decision-making processes to achieve specific targets related to consumer evaluation and interaction, fitting the tactical level.",10,70,15,0,5
A soft-computing-based method for the automatic discovery of fuzzy rules in databases: Uses for academic research and management support in marketing,Orriols-Puig A.; Martínez-López F.J.; Casillas J.; Lee N.,2013,10.1016/j.jbusres.2012.02.033,"The study here highlights the potential that analytical methods based on Knowledge Discovery in Databases (KDD) methodologies have to aid both the resolution of unstructured marketing/business problems and the process of scholarly knowledge discovery. The authors present and discuss the application of KDD in these situations prior to the presentation of an analytical method based on fuzzy logic and evolutionary algorithms, developed to analyze marketing databases and uncover relationships among variables. A detailed implementation on a pre-existing data set illustrates the method. © 2012 Published by Elsevier Inc.",Fuzzy rules; KDD; Marketing decision support; Modeling; Unsupervised learning,,scopus-fuzzy logic,Tactical,"The abstract discusses the application of Knowledge Discovery in Databases (KDD) methodologies for resolving marketing/business problems and the development of an analytical method using fuzzy logic and evolutionary algorithms, which aligns with tactical decision-making in marketing analytics and data analysis.",15,65,15,0,5
Developing marketing strategy with MarStra: the support system and the real-world tests,li S.,2000,10.1108/02634500010327926,"Explores the potential of a hybrid intelligent system in supporting marketing strategy development. First, a hybrid intelligent system for developing marketing strategy, called MarStra (developed by the author), is outlined. Then discusses the real-world tests of MarStra with marketing directors in five large UK companies. Empirical evidence from the companies involved indicates that MarStra is very helpful and useful in: providing strategic analysis guidance; coupling strategic analysis with managerial judgement; helping strategic thinking; dealing with fuzziness and uncertainty; and supporting group assessment of strategic marketing factors. The intelligent outputs generated by MarStra were reported to be surprisingly accurate, mostly sound and useful prompts. © 2000, MCB UP Limited",Decision-support systems; Expert systems; Fuzzy logic; Hybrid systems; Marketing strategy,,scopus-fuzzy logic,Strategic,"The abstract discusses the design and testing of a hybrid intelligent system called MarStra, which supports the development of marketing strategies. This aligns with strategic planning as it focuses on long-term goals, strategic analysis, and managerial judgment.",70,20,5,0,5
How to choose the right influencer for a marketing strategy,Lenger A.D.,2022,,"This paper attempts to build a new model for deciding which social media influencers (SMIs) are suitable for the marketing strategies of businesses. How to choose social media influencers is an unanswered question in the literature, and this study attempts to fill this gap. The study employs a Multiple-Criteria Decision-Making (MCDM) method, the fuzzy decision-making trial and evaluation laboratory model (DEMATEL), to determine the relevance of criteria constructed. It observed SMIs on Instagram and reviewed insights from the literature. Five criteria are proposed for selecting the correct influencers: 1) positioning; 2) target; 3) budget; 4) past campaigns; and 5) the number of followers. Businesses were asked to evaluate these criteria according to their experience with using SMIs. The results suggest that the most important criterion is ‘target’, whereas ‘past campaigns’ is the least influential. © 2022, Henry Stewart Publications. All rights reserved.",fuzzy DEMATEL; fuzzy logic; Influencer; marketing; social media influencers (SMIs),Henry Stewart Publications,scopus-fuzzy logic,Tactical,"The paper discusses a method for selecting social media influencers based on specific criteria, which aligns with tactical decision-making in marketing. It interprets strategic goals into structured targets for businesses, focusing on the selection process of influencers based on multiple criteria.",15,70,10,0,5
Generic decision support model for determining the best marketer,Utama D.N.; Oktafiani S.,2020,10.25046/AJ050498,"For marketing company, determining the best marketing is a strategic decision. It is able to affect the companys future purposefully. The study conducted to propose a novel decision support model (DSM) for determining the best marketer. Seventeen parameters were considered into model and two methods fuzzy logic and profile-matching (PM) were combined as main method in constructing the model theoretically. The model was applied in medical appliance marketing company. It is finally also able to measure and present the best ranking of marketers that is able to make company for easily making a crucial decision. © 2020 ASTES Publishers. All rights reserved.",Decision Support Model; Fuzzy Logic; Marketer; Profile Matching,ASTES Publishers,scopus-fuzzy logic,Strategic,"The abstract discusses the development of a decision support model for determining the best marketer, which is a strategic decision that can significantly influence the company's future direction. It involves long-term planning and the integration of multiple parameters, aligning with the characteristics of strategic decision-making.",60,25,10,0,5
Fuzzy Dematel Method to Evaluate the Dimensions of Marketing Resources: An Application in SMEs,Altuntas S.; Yilmaz M.K.,2016,10.3846/16111699.2015.1068220,"Identifying the cause and effect factors of marketing resources and prioritizing them with respect to their level of importance can build superior market performance for companies. Although there have been some studies in the literature which have used marketing resource dimensions to conduct their research, these studies have not considered the relationships between marketing resource dimensions. Therefore, the aim of this study is to identify the cause and effect factors of marketing resources and to prioritize them in terms of their importance using the fuzzy Decision-Making Trial and Evaluation Laboratory method. The findings of this study suggest that the dimension managerial capabilities, composed of financial management, effective human resource management and good operations management expertise, exerts a greater influence on marketing strategy than other criteria. In addition, the criterion credibility with customers through being well established in the market is the most important aspect of marketing resources. © 2016 Vilnius Gediminas Technical University (VGTU) Press.",empirical research; fuzzy logic; importance of factors; marketing resources; relationship between factors; SMEs,Taylor and Francis Inc.,scopus-fuzzy logic,Strategic,"The abstract focuses on identifying and prioritizing marketing resources and their impact on market performance, which aligns with long-term organizational goals and strategic planning.",60,30,5,0,5
A fuzzy-logic-based decision-making approach for new product development,Büyüközkan G.; Feyziog̃lu O.,2004,10.1016/S0925-5273(02)00330-4,"The managers spend most of their time to take critical decisions in each level of the organizational hierarchy. Basically, the decision process is to weight diverse alternatives each having the purpose to attain some of the desired objectives and to figure out the best solution in the complete challenging goals set. In today's rapidly changing and highly uncertain environment, the strategic decisions have an extremely complex and fuzzy nature. In the meantime, the enterprises have tendency to appreciate the new product development (NPD) activities so as to deal with the innovation in the new economy and to fulfill the customer demands adequately. The aim of this study is then to improve the accuracy of decision-making in NPD under uncertainty. We first identify the decision points in the NPD process and the uncertainty factors affecting those points. Next, we determine the necessary decision models and techniques to help the decision makers to reduce their risks. Finally, we propose an integrated approach based on fuzzy logic to shape the decisions and illustrate with an application in software development. © 2003 Elsevier Science B.V. All rights reserved.",Fuzzy logic; Multi-criteria decision making; New product selection; Software development; Uncertainty,,scopus-fuzzy logic,Strategic,"The abstract discusses improving decision-making in new product development under uncertainty, which aligns with long-term organizational goals and strategic planning. It emphasizes identifying decision points and uncertainty factors, indicative of a strategic approach to decision-making.",60,25,10,0,5
Fuzzy importance-performance analysis for determining critical service attributes,Deng W.-J.,2008,10.1108/09564230810869766,"Purpose - The purpose of this paper is to propose a novel approach of fuzzy importance-performance analysis (FIPA) to replace conventional importance-performance analysis (IPA) for determining critical service attributes those really need to improve for achieving superior customer satisfaction. Design/methodology/approach - First, referring numerous studies, conventional IPA has some erroneous assumptions, the customer satisfaction of attribute performance has the characteristic of three-factor theory and the novel approach which integrates natural logarithmic transformation and partial correlation analysis is feasible for acquiring the implicitly derived importance of attributes. Second, according the fact and nature of fuzziness in human perception, this study applies fuzzy set theory to revise conventional IPA. Finally, the FIPA is proposed and subsequently implemented in a Taiwanese hot spring hotel case study. Findings - The implementation of FIPA shows the determined critical service attributes are almost completely different from those attributes acquired by conventional IPA. Hence, the application of conventional IPA may cause practitioners make incorrect decisions of improvement priorities for service attributes and direct unsuitable quality-based marketing strategies. Originality/value - The proposed FIPA which integrates fuzzy set theory, three-factor theory, partial correlation analysis and natural logarithmic transformation avoids the erroneous assumptions of conventional IPA, considers the nature of fuzziness in human perception and includes the actual importance of service attributes. Therefore, the proposed FIPA can effectively assist business managers in determining critical service attributes to improve service quality or customer satisfaction and to achieve competitive advantage. © Emerald Group Publishing Limited.",Customer services quality; Fuzzy logic; Performance measures,,scopus-fuzzy logic,Tactical,"The paper proposes a novel approach for analyzing service attributes to improve customer satisfaction, which aligns with tactical decision-making in operational settings, focusing on the prioritization of service attributes and quality improvement.",10,70,15,0,5
E-CRM success factors as determinants of customer satisfaction rate in retail website,Zaim H.; Ramdani M.; Haddi A.,2020,,"Electronic Customer Relationship Management (E-CRM) is a marketing strategy that integrates all business activities for attracting and retaining customers over the internet to consolidate retention, cross-buying, brand loyalty and customer satisfaction. E-CRM features influencing customer satisfaction in retail website have not been well researched and analyzed through online customer experience. This study, which is an extension of work originally presented in the International Conference on Soft Computing and Pattern Recognition [1] attempts to uncover the presence of E-CRM features on retail websites, affect values and determine weights importance of these features over the customer satisfaction rate based on customer click stream and online reviews data. This paper makes a theoretical and methodological contribution for managers of online service industry in improving their E-CRM performance according to the online customer behavior and satisfaction level. © 2020 MIR Labs.",Class prototype; Fuzzy logic; Multi criteria analysis decision making; Navigational data; Relevant index; Satisfaction rate; Weight establishment,Machine Intelligence Research (MIR) Labs,scopus-fuzzy logic,Tactical,"The abstract discusses E-CRM features on retail websites and their impact on customer satisfaction, which aligns with tactical decision-making in marketing. It focuses on specific methods to interpret strategic goals into actionable insights for improving E-CRM performance based on customer behavior.",10,70,15,0,5
New developments in fuzzy logic computers,Stotts L.; Kleiner B.H.,1995,10.1108/02635579510086706a,[No abstract available],,,scopus-fuzzy logic,Not identified,"The abstract does not provide any content to classify, making it impossible to determine a specific classification based on the provided definitions.",0,0,0,0,100
A hybrid approach to achieve organizational agility: An empirical study of a food company,Nejatian M.; Zarei M.H.; Nejati M.; Zanjirchi S.M.,2018,10.1108/BIJ-09-2016-0147,"Purpose: In today’s intense global competition, agility is advocated as a fundamental characteristic for business survival and competitiveness. The purpose of this paper is to propose a practical methodology to achieve and enhance organizational agility based on strategic objectives. Design/methodology/approach: In the first step, a set of key performance indicators (KPIs) of the organization being studied are recognized and classified under the perspectives of balanced scorecard (BSC). Critical success factors are then identified by ranking the KPIs according to their importance in achieving organizational strategic objectives using the Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS). In the second step, three houses of quality (HOQs) are constructed sequentially to identify and rank the main agile attributes, agile enablers, and improvement paths. In addition, in order to translate linguistics judgments of practitioners into numerical values in building HOQs, fuzzy logic is employed. Findings: The capability of the proposed methodology is demonstrated by applying it to a case of a multi-national food company in Iran. Through the application, the company could find the most suitable improvement paths to improve its organizational agility. Research limitations/implications: A limited number of KPIs were chosen due to computational and visual constraints related to HOQs. Another limitation, similar to other agility studies, which facilitate decision making among agility metrics, was that the metrics were more industry-specific and less inclusive. Practical implications: A strong practical advantage for the application of the methodology over directly choosing agility metrics without linking them is that through the methodology, the right metrics were selected that match organization’s core values and marketing objectives. While metrics may ostensibly seem unrelated or inappropriate, they actually contributed to the right areas where there were gaps between the current and desired level of agility. It would otherwise be impossible to choose the right metrics without a structured methodology. Originality/value: This paper proposes a novel methodology for achieving organizational agility. By utilizing and linking several tools such as BSC, fuzzy TOPSIS, and quality function deployment (QFD), the proposed approach enables organizations to identify the most appropriate agile attributes, agile enablers, and subsequently agile improvement paths. © 2018, Emerald Publishing Limited.",Agile organization; Balanced scorecard; Enterprise agility; House of quality; Organizational agility; Quality function deployment,Emerald Group Publishing Ltd.,scopus-fuzzy logic,Strategic,"The abstract discusses a methodology for enhancing organizational agility, which is closely aligned with long-term strategic planning and decision-making. The focus on aligning key performance indicators with strategic objectives indicates a strategic approach to improving business competitiveness and survival.",60,25,10,0,5
"Integrating group Delphi, fuzzy logic and expert systems for marketing strategy development: the hybridisation and its effectiveness",li S.; Davies B.; Edwards J.; Kinman R.; Duan Y.,2002,10.1108/02634500210441521,"A hybrid approach for integrating group Delphi, fuzzy logic and expert systems for developing marketing strategies is proposed in this paper. Within this approach, the group Delphi method is employed to help groups of managers undertake SWOT analysis. Fuzzy logic is applied to fuzzify the results of SWOT analysis. Expert systems are utilised to formulate marketing strategies based upon the fuzzified strategic inputs. In addition, guidelines are also provided to help users link the hybrid approach with managerial judgement and intuition. The effectiveness of the hybrid approach has been validated with MBA and MA marketing students. It is concluded that the hybrid approach is more effective in terms of decision confidence, group consensus, helping to understand strategic factors, helping strategic thinking, and coupling analysis with judgement, etc. © 2002, MCB UP Limited",Delphi method; Expert systems; Fuzzy logics; Hybrid systems; Marketing planning; Marketing strategy,,scopus-fuzzy logic,Strategic,"The abstract discusses a hybrid approach that integrates various methodologies (group Delphi, fuzzy logic, expert systems) to develop marketing strategies, indicating a focus on long-term strategic decision making.",70,20,5,0,5
A modified CRITIC with a reference point based on fuzzy logic and hamming distance,Sharkasi N.; Rezakhah S.,2022,10.1016/j.knosys.2022.109768,"Multi-Criteria Decision Making (MCDM) aims to support decision-makers more effectively. This paper presents modifications for the criteria ranking methods, CRITIC and Distance-correlation CRITIC (D-CRITIC). These modifications involve the normalization procedure to silence criteria attribution by utilizing fuzzy logic and the hamming distance. Also, some adjustment to the weighting technique of the CRITIC method is done to capture linear and nonlinear correlations more precisely. These modifications that are applied to the CRITIC method by considering some reference point (RP), produced our proposed (M-CRITIC-RP) method. An illustrative example to rank performance criteria of display advertisement for a digital marketing campaign is used to demonstrate the method's workability. Comparative analysis with appropriate MCDM methods reveals that the distance correlation values for the weights of the M-CRITIC-RP and comparative methods exhibit higher consistency than those between other criteria ranking methods. Moreover, M-CRITIC-RP has a high average value of Spearman rank statistic, indicating high rank consistency. Regarding accuracy, the Symmetric Mean Absolute Percentage Error (sMAPE) and the Log Accuracy Ratio (LAR) error metrics show lower values for M-CRITIC-RP in comparison to the corresponding values of other criteria ranking methods. M-CRITIC-RP demonstrates sensitivity with changes in the number of alternatives and also to variations in the RPs. The results of the sensitivity analysis guide the analyst to pay ample attention when selecting the RP. Findings also suggest considering a sufficient sample size for better accuracy and consistency of weights and ranks. Several implications were discussed along with advantages and limitations to be addressed for future work. © 2022 Elsevier B.V.",Criteria ranking; Criteria weights; CRITIC; Distance correlation; Fuzzy logic; Hamming distance; MCDM; Normalization; Search Ad campaign; Weighting technique,Elsevier B.V.,scopus-fuzzy logic,Tactical,"The abstract discusses modifications to decision-making methods (MCDM) that support structured decision-making processes, particularly in the context of a digital marketing campaign. This aligns with tactical decision-making, which interprets strategic goals into specific targets and actions.",15,70,10,0,5
Intelligent fashion recommender system: Fuzzy logic in personalized garment design,Wang L.C.; Zeng X.Y.; Koehl L.; Chen Y.,2015,10.1109/THMS.2014.2364398,"This paper proposes a new intelligent fashion recommender system to select the most relevant garment design scheme for a specific consumer in order to deliver new personalized garment products. This system integrates emotional fashion themes and human perception on personalized body shapes and professional designers' knowledge. The corresponding perceptual data are systematically collected from professional using sensory evaluation techniques. The perceptual data of consumers and designers are formalized mathematically using fuzzy sets and fuzzy relations. The complex relation between human body measurements and basic sensory descriptors, provided by designers, is modeled using fuzzy decision trees. The fuzzy decision trees constitute an empirical model based on learning data measured and evaluated on a set of representative samples. The complex relation between basic sensory descriptors and fashion themes, given by consumers, is modeled using fuzzy cognitive maps. The combination of the two models can provide more complete information to the fashion recommender system, making it possible to evaluate if a specific body shape is relevant to a desired emotional fashion theme and which garment design scheme can improve the image of the body shape. The proposed system has been validated in a customized design and mass market selection through the evaluations of target consumers and fashion experts using a method frequently used in marketing study. © 2014 IEEE.",Fuzzy cognitive maps; fuzzy decision trees; fuzzy relations composition; human perception-based fashion recommender system; personalized garment design; sensory evaluation on human body shapes and emotional fashion themes,Institute of Electrical and Electronics Engineers Inc.,scopus-fuzzy logic,Tactical,"The abstract describes a fashion recommender system that focuses on personalized garment products, aiming to interpret strategic goals into actionable recommendations for consumers. This involves structured decision-making related to product development and consumer targeting.",15,70,10,0,5
Development of a hybrid intelligent system for developing marketing strategy,Li S.,2000,10.1016/S0167-9236(99)00061-5,"In this paper, the development of a hybrid intelligent system for developing marketing strategy is described. The hybrid system has been developed to: provide a logical process for strategic analysis; support group assessment of strategic marketing factors; help the coupling of strategic analysis with managerial intuition and judgement; help managers deal with uncertainty and fuzziness; and produce intelligent advice on setting marketing strategy. In this system, the strengths of expert systems, fuzzy logic and artificial neural networks (ANNs) are combined to support the process of marketing strategy development. Moreover, the advantages of Porter's five forces model and the directional policy matrices (DPM) are also integrated to assist strategic analysis. In the paper, the software architecture of the hybrid system is discussed in details. Particularly, the group assessment support module, the fuzzification of strategic factors, and the fuzzy reasoning for setting marketing strategy are addressed. In addition, the empirical field work on evaluating the hybrid system is also summarized. The empirical evidence indicates that the hybrid intelligent system is helpful and useful in supporting the development of marketing strategy.",,Elsevier Science Publishers B.V.,scopus-fuzzy logic,Strategic,"The abstract describes the development of a hybrid intelligent system aimed at supporting the analysis and formulation of marketing strategies, which aligns with long-term organizational goals and decision-making processes.",70,20,5,0,5
The effect of social media marketing on voting intention; an application of multidimensional panel data,Moslehpour M.; Tiwari A.K.; Ebrahimi Pourfaez S.,2024,10.1108/IJOEM-08-2022-1250,"Purpose: This study examines the effect of social media marketing on voting intention applying a combination of fuzzy logic methodology and a multidimensional panel data model. Design/methodology/approach: The study adopts a multidimensional panel data method that includes several fixed effects. The dependent variable is a multifaceted construct that measures the participants’ intention to vote. The independent variables are electronic word of mouth (eWOM), customisation (CUS), entertainment (ENT), interaction (INT), trendiness (TRD), candidate’s perceived image (CPI), religious beliefs (RB), gender and age. The grouping variables that signify fixed effects are employment status, level of education, mostly used social media and religion. First, the significance of said fixed effects was tested through an ANOVA process. Then, the main model was estimated, including the significant grouping variables as fixed effects. Findings: Employment status and level of education were significant fixed effects. Also, eWOM, ENT, INT, CPI, RB and gender significantly affected participants’ voting intention. Research limitations/implications: Being based on a questionnaire that asked participants about how they perceive different aspects of social media, the present study is limited to their perceptions. Therefore, further studies covering the voters’ behaviour in action could be efficient complements to the present study. Practical implications: The findings could guide the political parties into prioritizing the aspects of social media in forming an effective campaign resulting in being elected. Social implications: The findings have the potential to help the public in making better informed decisions when voting. Furthermore, the results of this study indicate applications for social media which are beyond leisure time fillers. Originality/value: Fuzzy logic and multidimensional panel data estimates are this study’s novelty and originality. Structural equation modelling and crisp linguistic values have been used in previous studies on social media’s effect on voting intent. The former refines the data gathered from a questionnaire, and the latter considers the possibility of including different grouping factors to achieve a more efficient and less biased estimation. © 2024, Emerald Publishing Limited.",Multidimensional panel data; Political marketing; Public choice; Social media marketing; Voting intention,Emerald Publishing,scopus-fuzzy logic,Tactical,"The study focuses on the effects of social media marketing on voting intention, which translates strategic goals into specific targets and structured decisions regarding campaign strategies and voter engagement.",15,65,15,0,5
An intelligent approach to ERP software selection through fuzzy ANP,Ayaǧ Z.; Özdemir R.G.,2007,10.1080/00207540600724849,"During the implementations of enterprise resource planning (ERP) systems, most companies have experienced some problems, one of which is how to determine the best ERP software satisfying their needs and expectations. Because improperly selected ERP software may have an impact on the time required, and the costs and market share of a company, selecting the best desirable ERP software has been the most critical problem for a long time. On the other hand, selecting ERP software is a multiple-criteria decision-making (MCDM) problem, and in the literature, many methods have been introduced to evaluate this kind of problem, one of which is the analytic hierarchy process (AHP), which has been widely used in MCDM selection problems. However, in this paper, we use a fuzzy extension of an analytic network process (ANP), a more general form of AHP, which uses uncertain human preferences as input information in the decision-making process, because the AHP cannot accommodate the variety of interactions, dependencies, and feedback between higher- and lower-level elements. Instead of using the classical eigenvector prioritization method in the AHP, only employed in the prioritization stage of ANP, a fuzzy-logic method providing more accuracy on judgements is applied. The resulting fuzzy ANP enhances the potential of the conventional ANP for dealing with imprecise and uncertain human comparison judgements. In short, in this paper, an intelligent approach to ERP software selection through a fuzzy ANP is proposed by taking into consideration quantitative and qualitative elements to evaluate ERP software alternatives.",Analytic network process; Enterprise resource planning; Fuzzy logic; Multiple-criteria decision-making; Software selection,,scopus-fuzzy logic,Tactical,"The abstract discusses the selection of ERP software using a fuzzy analytic network process, which involves structured decision-making and evaluation of alternatives based on multiple criteria. This aligns with tactical decision-making where strategic goals are interpreted into more defined processes and targets.",10,70,15,0,5
Incorporating sales and marketing considerations into a competitive multi-echelon distribution network design problem with pricing strategy in a stochastic environment,Nasiri G.R.; Deymeh H.; Karimi B.; Miandoabchi E.,2021,10.1016/j.jretconser.2021.102646,"This paper presents a multi-echelon distribution network design problem with pricing strategy in a stochastic environment, where location, inventory, and pricing decisions in retail and wholesale channels are made simultaneously. The considered network is comprised of a central warehouse, a set of distribution centers, and a set of retailers and wholesalers. The objective of the problem is to maximize the supply chain profit. The decisions include the location of distribution centers and the allocation of retailers and wholesalers to them, order-size for each distribution center and product price at retail and wholesale channels for different payment conditions. A mixed-integer nonlinear mathematical model was formulated and solved using the Lagrangian relaxation method and a Genetic algorithm. Computational results indicate that Lagrangian relaxation algorithm has good performance in terms of objective function value and runtime, even in large sized problems. © 2021 Elsevier Ltd",Competitive retailing; Distribution network design; Dual-channel distribution planning; Fast-moving consumer goods; Inventory management; Lagrangian relaxation; Pricing policy,Elsevier Ltd,scopus-genetic algorithm,Tactical,"The abstract discusses decision-making related to pricing, location, and inventory in a distribution network, which aligns with tactical decision-making that interprets strategic goals into actionable targets.",20,60,15,0,5
Using GA approach to solve a deteriorating inventory model in a normal marketing channel,Yu J.C.P.,2017,,"This study discusses how to use integrated marketing channel in order to reach the marketplace with lower cost or more profit, and how a framework for analysis can improve the channel decisions made by an executive acting as a channel manager or designer. This paper also proposes a manufacturerdistributor-- retailer deteriorating inventory system that contains three levels of normal marketing channel. In order to achieve long-term benefits and global optimum of the system, the different facilities should develop their partnership through information sharing or strategic alliances. The mathematical model describes how the integrated approach to decision making can achieve global optimum by Genetic Algorithm (GA) method. The study provides managerial insights on the benefits of revenue management in a normal marketing channel through cooperation. © ExcelingTech Pub, UK.",Deteriorating items; Genetic Algorithm(GA); Manufacture-distributor-retailer system; Marketing channel,ExcelingTech,scopus-genetic algorithm,Strategic,"The abstract discusses long-term benefits and global optimum strategies in marketing channels, indicating a focus on overarching goals and partnership strategies, which aligns with strategic planning.",60,25,10,0,5
Allocation of marketing budgets to maximize customer equity,Koosha H.; Albadvi A.,2020,10.1007/s12351-017-0356-z,"Relationship marketing considers customers as the main asset of organizations and the source of their profitability. Allocation of marketing budgets to these valuable assets is critical; because the way companies allocate their marketing budgets to customers affects their profitability. The purpose of this research is to provide a new approach to allocate marketing budgets to customer segments in a long-term view and a dynamic process. The contribution of the model is as follows: (1) unlike the previous modeling efforts where a predefined budget level was assigned to acquisition and retention, the suggested model sets and allocates marketing budgets simultaneously; (2) the model is multi-period which means the strategies for setting and allocation of marketing budgets may be different in each period. The proposed approach aims at maximizing customer equity in a long-term planning horizon with several periods. Decision variables determine how the budgets should be assigned to customer acquisition and retention in each period. Formulation of the model is followed by a numerical illustration. Since the model is nonlinear and non-convex, none of exact mathematical programming approaches may solve it. Therefore, genetic algorithm and simulated annealing approaches were employed. The results showed the effectiveness of the model compared with other extant models. © 2017, Springer-Verlag GmbH Germany.",Budget allocation; Customer acquisition; Customer equity; Customer retention; Decision calculus; Genetic algorithm; Simulated annealing,Springer,scopus-genetic algorithm,Strategic,"The abstract discusses a new approach to allocate marketing budgets to customer segments with a long-term view, which aligns with strategic planning and organizational goals.",70,20,5,0,5
