Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Classification,Reasons,Strategic,Tactical,Operational,Out of Scope,Not Identified
Strategic business market forecasting,Duus H.J.,1999,10.1002/(SICI)1099-1697(199905)8:3<173::AID-JSC410>3.0.CO;2-H,"Attempts and methodologies for prediction of the future have fallen out of favour in strategy and marketing research. By contrast, this article argues that the development of a strategic forecasting methodology specifically suited for extremely turbulent business markets may be a substantial aid in the decision making process. Several powerful ideas for improving forecasting ability are given, and a new research approach is outlined. Copyright © 1999 John Wiley & Sons, Ltd. Copyright © 1999 John Wiley & Sons, Ltd.",,John Wiley and Sons Inc,scopus-prediction,Strategic,"The abstract discusses the development of a strategic forecasting methodology aimed at improving decision making in turbulent business environments, which aligns with long-term organizational goals and predicting outcomes.",70,15,5,5,5
Strategic options of home country firms faced with MNC entry,Jaffe E.D.; Nebenzahl I.D.; Schorr I.,2005,10.1016/j.lrp.2004.11.013,"This article analyses the strategic options facing a domestic firm threatened by the entry of MNCs - whether to attack the incoming MNC, to cooperate with it, to defend their home position or to exit the market. The authors suggest a framework for determining an optimum strategy based on the firm's market (global or local) and the strength of its strategic and marketing assets. They test the framework by studying the response strategies to MNC entry of 78 Israeli firms, tracking their reactions from 1993 to 1999, as significantly more MNCs entered the market. Was the model able to predict which strategies were selected by the firms? For firms competing in global markets, barely half of those with strong assets chose to 'contend' with MNCs as predicted. The rest chose a 'cooperator' strategy, as did all firms with weak assets (in line with model predictions). For firms competing locally, the majority with strong assets followed the predicted 'contester' strategy, and the majority with weak assets chose a 'defender' strategy, again in accordance with the model. Statistical tests of the model resulted in acceptance of all hypotheses in the holdout sample and 3 out of 4 in the main sample. Two case studies are presented, showing the results of 'wrong' and 'correct' decisions. © 2004 Elsevier Ltd. All rights reserved.",,,scopus-prediction,Strategic,"The article discusses strategic options for domestic firms in response to the entry of multinational corporations (MNCs), focusing on long-term implications and goal-setting related to market positioning and competitive strategies.",60,25,10,0,5
Cross-unit competition for a market charter: The enduring influence of structure,Houston M.B.; Walker B.A.; Hutt M.D.; Reingen P.H.,2001,10.1509/jmkg.65.2.19.18256,"Marketing strategists who operate in turbulent markets face a competitive landscape marked by volatility and evolving market structure. As customer requirements change, an organization that stays in alignment with its market will form new business units or alter the market charters of existing business units. In a longitudinal study, the author traced the structural realignment that accompanied a Fortune-500 firm's entry into the Internet market. As the charter moved from a freshly created unit to an established business unit, the authors found supports for the prediction that the former organizational structure will continue to shape the identity, beliefs, and social ties of managers. The study highlights the structural, social, and cognitive factors that must be managed as corporate decision makers search for the best strategy-structure fit for an emerging market opportunity.",,,scopus-prediction,Strategic,"The abstract discusses long-term structural changes in response to market opportunities, emphasizing the alignment of organizational identity, beliefs, and social ties with market dynamics, which are key aspects of strategic planning.",70,10,5,0,15
Using consumer expectations as an input to pricing decisions,Funkhouser G.R.,1992,10.1108/10610429210036780,"Marketing textbooks tend to follow economic theory in their discussions of pricing, but in the real world pricing is an alchemical mixture of costs, competition and consumer psychology. This paper presents experimental evidence that, for at least some purchase situations, consumers' expectations of what a thing ought to cost may be a better predictor of choice between offerings than are the predictions from two well-known theories relating price to consumer behavior. The paper discusses sources of consumer price expectations and ways they are influenced, and it suggests how to improve profits by basing prices on consumers' expectations. © 1992, MCB UP Limited",,,scopus-prediction,Strategic,"The abstract discusses consumer price expectations and their impact on pricing decisions, which aligns with long-term strategic planning in marketing.",60,20,10,0,10
The attributes of a cruise ship that influence the decision making of cruisers and potential cruisers,Xie H.; Kerstetter D.L.; Mattila A.S.,2012,10.1016/j.ijhm.2011.03.007,"A never ending challenge for the cruise industry is to convert potential cruisers to cruisers. Grounded in Attribute Knowledge Theory and studies on novelty seeking, this study addressed this challenge by examining the different attributes of a cruise ship that influence the decision making of cruisers and potential cruisers. Using a sample of cruisers and potential cruisers with similar socio-demographics, this study found that they perceive seven dimensions of onboard attributes, but attach different importance to some of them. These results, consistent with the theoretical prediction, provide evidence that the cruise industry should develop different marketing strategies for cruisers and potential cruisers. © 2011.",Attribute Knowledge Theory; Cruiser; Novelty seeking; Potential cruiser,,scopus-prediction,Tactical,"The study examines specific attributes of cruise ships that influence decision-making among cruisers and potential cruisers, indicating a focus on actionable insights for marketing strategies. This aligns with tactical decision-making, which interprets strategic goals into specific targets.",15,65,15,0,5
Expression of green marketing developing the conception of corporate social responsibility; [žaliojo marketingo raiška plėtojant įmonių socialinės atsakomybės koncepciją],Banyte J.; Brazioniene L.; Gadeikiene A.,2010,,"Significant changes of business environment that impact not only the activity of companies but the shift of the basic values and attitudes of the society have been observed recently. The changes within the activity of companies are expressed through the increase of competition within the dynamic market and the change of needs and expectations held by consumers and other stakeholders. It has been noticed that consumers more and more often prefer eco-friendly, safe and ""clean"" products that do not pollute the environment. The changing attitudes of consumers regarding environmental protection, ecology, social responsibility and the change of consumption habits force enterprises to look for new alternatives of activities, where the main principles of corporate social responsibility would be integrated. Recent theoretical as well as practical scientific studies confirm the importance of the development of the corporate social responsibility conception and of its integration into different areas of company activity. In terms of marketing, such changes determine the need to know the new, so called green, consumer and to adapt marketing decisions to the focus on ascertaining the expectations and satisfying the needs of such a consumer. The article assents to the attitude that it is possible to implement corporate social responsibility in the aspect of satisfaction of consumer needs by applying different marketing theories and conceptions. As an increasing amount of attention is given to the questions of green marketing in scientific literature, this area of marketing theory is chosen as the main research object of the article. Based on this it is stated that seeking to fully satisfy the needs of one of the main stakeholders of an enterprise - consumers, it is purposeful to analyse green marketing priorities, which would resound the essential ideas of corporate social responsibility. The main green marketing priorities of an enterprise, analysed in the article, encompass the recognition of expectations and satisfaction of the needs of green consumers, envisagement of the reaction to green marketing decisions, identification of trust in eco-friendly products and prediction of effectiveness of promotion means. The interpretation of quantitative research results, presented in the article, reveals the expression of marketing priorities based on the example of Lithuanian female consumers of eco-friendly food products. It should be noted that although female consumers of eco-friendly food products are resolved to pay more for an eco-friendly product, they are sensitive to price, believe in the high quality of an eco-friendly product and give priority to the needs of environmental protection. It becomes clear that the reliability of an eco-friendly product is associated with the familiarity of a product brand, with safety and environmental consideration; the safety of an eco-friendly product and positive word-of-mouth recommendations are especially significant for the reliability. Summarizing the priorities of the application of promotion means, it was determined that public relations should be treated as the most effective means of promotion. The performed theoretical and empirical research testifies the necessity of green marketing studies and the need for the identification of its priorities and their inclusion in the development of the corporate social responsibility conception.",Corporate social responsibility; Green consumer; Green marketing; Lithuanian market of ecofriendly food products,Kauno Technologijos Universitetas,scopus-prediction,Strategic,The abstract discusses the long-term implications of changing consumer preferences towards eco-friendly products and the integration of corporate social responsibility into marketing strategies. It emphasizes the need for companies to adapt their goals and approaches to align with these shifts in consumer attitudes.,60,25,10,0,5
Brand positivity and competitive effects on the evaluation of brand extensions,Kapoor H.; Heslop L.A.,2009,10.1016/j.ijresmar.2009.05.001,"The dominant approach in brand-extension research has focused on the role of fit in the extension evaluation process. Overemphasis on fit has resulted in research designs that involve singular evaluation of the extension without considering how competing brands in the target category might affect the evaluation of brand extensions. Singular evaluations are known to result in brand positivity effects; that is, brand extensions are evaluated more favorably than is warranted. This research finds that singular evaluations do indeed lead to brand positivity effects. However, brand positivity effects are mitigated when respondents were provided with competitive information along with target-category structure and comparative/non-comparative brand positioning statements. Results also suggest that parent brand-extension fit, though an important determinant of an extension's assessment, plays a less critical role in a comparative evaluation context when an extension's brand strength is accounted for in relation to its competition in the target category. Therefore, the findings stress the importance of both competition and parent-brand fit in making informed positioning decisions and more realistic predictions of extension success. The research demonstrates when, how and to what extent comparative evaluations result in lower extension ratings and provides managerial strategies to introduce an extension effectively. © 2009 Elsevier B.V. All rights reserved.",Brand extensions; Branding; Decision making; Experimental design; Extension evaluation; Market analysis and response; Marketing strategy,,scopus-prediction,Tactical,"The abstract discusses the evaluation of brand extensions and the role of competition and parent-brand fit in making informed positioning decisions. This aligns with tactical decision-making, which interprets strategic goals into concrete targets and structured decisions.",10,70,15,0,5
Complexity effects in choice experiment-based models,Dellaert B.G.C.; Donkers B.; Van Soest A.,2012,10.1509/jmr.09.0315,"Many firms rely on choice experiment-based models to evaluate future marketing actions under various market conditions. This research investigates choice complexity (i.e., number of alternatives, number of attributes, and utility similarity between the most attractive alternatives) and individual differences in decision time as key factors that affect the predictive performance of models based on choice experiments, both within and between complexity conditions. The results show that complexity and individual decision time not only affect the error in consumer choice models but also consumers' decision strategy and systematic utilities. The authors introduce a complexity-adjusted mixed logit (CAM logit) model to capture the various influences of complexity in choice experiment-based models. They illustrate the consequences of complexity on choice behavior with market share predictions of the CAM logit model for different complexity conditions. © 2012, American Marketing Association.",Choice complexity; Choice experiments; Choice model predictive performance; Choice models; Decision time,American Marketing Association,scopus-prediction,Operational,"The abstract discusses choice experiment-based models and their predictive performance, focusing on decision time and complexity, which relates to day-to-day marketing activities and consumer decision-making processes.",10,25,60,0,5
A practical review of electroencephalography’s value to consumer research,McInnes A.N.; Sung B.; Hooshmand R.,2023,10.1177/14707853221112622,"Electroencephalography (EEG) offers insights into the neural responses of consumers to marketing stimuli which can be used to evaluate the effectiveness of such stimuli in directing favorable consumer behavior in real-world settings. This practical review provides guidelines for using EEG in consumer and marketing research. It provides recommendations for how EEG may effectively be employed in neuromarketing in the future. EEG requires careful experimental design, and as such, we outline current recommendations for the collection, processing, analysis, and interpretation of EEG evoked potentials (i.e., event related potentials; ERP) and spectral content (i.e., EEG frequency). By providing an introductory overview of EEG measures in marketing and consumer research, this practical review extends previous literature that is primarily focused on other neuroimaging techniques (e.g., functional magnetic resonance imaging) and other disciplines (e.g., economics and organizational behaviour). Furthermore, by reviewing how EEG has been used throughout psychophysiological and neuromarketing research, we provide recommendations on how EEG can be used to measure marketing-related outcomes. These include processes relating to perception, attention, memory, emotion, and cognitive load, demonstrating the unique value of considering the neural responses captured by EEG in understanding and predicting consumer behavior. © The Author(s) 2022.",consumer neuroscience; decision making; EEG; ERP; neuromarketing; review,SAGE Publications Ltd,scopus-recommendation,Tactical,"The abstract discusses the practical application of EEG in consumer and marketing research, focusing on how it can be used to measure marketing-related outcomes, which aligns with tactical decision-making that interprets strategic goals into specific targets and actions.",10,70,15,0,5
Paralysis by Inertia “Like” Habit in Social Networking Services: Tendency to Answer Loyalty Questions in Marketing Surveys,Kato T.,2023,10.1177/21582440231174159,"Factors affecting survey quality, such as questionnaire length, screen design, incentives for respondents, and answering devices have been extensively researched before. This study introduces a new dimension to the factors of response bias’ factors and focuses on the possibility that Like habits and motives in social networking services (SNS) may lower the psychological barrier to favorable reactions for brand loyalty (e.g., recommendation intention). Propensity score was applied to the results of Japanese smartphone users’ online survey, and the effect of Like habits on response tendencies was verified. Results show that compared to the group that did not use SNS, there were no differences with those who used true Likes, and a group of inertia Like has a high score—becoming clear that the psychological barriers differ depending on Like motive. If the SNS usage status of survey respondents fluctuates, the results may be biased and mistakes could occur in decision-making. © The Author(s) 2023.",Like button; motive; propensity score matching; recommendation; smartphone,SAGE Publications Inc.,scopus-recommendation,Tactical,"The study focuses on the factors affecting survey quality and response bias, specifically related to social networking services and their impact on decision-making in marketing contexts. This aligns with tactical decision-making, as it interprets strategic goals into more structured targets regarding survey design and respondent engagement.",10,70,15,0,5
The Power of Personal Connections in Micro-Influencer Marketing: A Study on Consumer Behaviour and the Impact of Micro-Influencers,Gerlich M.,2023,10.58262/tmj.v11i1.1010,"In the wake of the COVID-19 pandemic, influencer marketing has snowballed into a big phenomenon when businesses around the world are trying to use influencers to promote their products and services. However, even though influencer marketing is a craze in the market, the engagement rate and conversion rates of micro-influencers with a smaller size of followers are higher than that of celebrities and mega influencers. It is important to understand the reasons why certain influencers are successful and others are not. Past research mainly focuses on micro-influencers as one group but does not differentiate between micro-influencers who are known personally by their followers and those who are not personally known. This is important as consumers are sceptical towards the product promotion not only of mega-influencers because they believe that influencers, in general, are using their base of followers to promote a product or service for money and fame. Therefore, consumers trust the words and opinions of micro-influencers, who provide information based on their own experience and expertise. It is worth investigating the underlying reason for the success of these micro and nano influencers. Is it the personal connection with the follower? Is it the engagement rate and the choice of products and recommendations? These are some of the points that have been investigated in this research. The objective of this research paper was to explore if followers who share a relationship with or know the micro-influencers personally make their purchase decisions based on the recommendations provided by the influencers. The research findings highlighted that when micro-influencers are known to their followers on a personal level, they wield more persuasive power over their followers. © 2023 Oxbridge Publishing House Ltd UK",consumer behaviour; digital marketing; influencer marketing; marketing; micro-influencer; social media marketing,Transnational Press London Ltd,scopus-recommendation,Tactical,"The abstract discusses the effectiveness of micro-influencers in marketing, particularly their personal connections with followers and how this affects purchase decisions. This aligns with tactical marketing decisions, which interpret strategic goals into specific targets and involve structured decision-making about influencer marketing approaches.",10,70,15,0,5
"Human versus virtual influences, a comparative study",Belanche D.; Casaló L.V.; Flavián M.,2024,10.1016/j.jbusres.2023.114493,"Influencer marketing aims to promote brands and influence consumer decisions, and recent technological advances have created options for non-human, virtual influencers. Such developments suggest the need to determine whether the effects of virtual influencers on consumer decisions differ from those of human influencers, depending on the type of product they are promoting. With a 2 (virtual vs. human influencer) × 2 (utilitarian vs. hedonic product) experimental design, using Instagram influencer posts and data from 275 participants, the current research establishes that the type of influencer does not affect intentions to adopt recommendations. But the influence process varies by type of influencer: Virtual influencers’ recommendations appear more useful, especially for utilitarian products, but consumers identify more with human influencers’ posts. Both usefulness and identification increase intention to adopt influencers’ recommendation. Overall, these results suggest that, while virtual influencers should endorse utilitarian products, human influencers should be hired to endorse hedonic products. © 2023 The Author(s)",Behavioral intention; Human influencer; Identification; Type of product; Usefulness; Virtual influencer,Elsevier Inc.,scopus-recommendation,Tactical,"The research examines the effectiveness of different types of influencers in marketing campaigns, focusing on how they impact consumer decision-making based on product type. This aligns with tactical decision-making, which interprets strategic goals into specific targets and structured decisions.",10,70,15,0,5
Evaluating strategies for promoting retail mobile channel using a hidden Markov model,Chen J.; Rao V.R.,2023,10.1016/j.jretai.2022.07.001,"With the proliferation of mobile communication technology, many firms, including retailers and consumer banks, are making efforts to develop mobile platforms to better engage with their customers and reduce operational costs. However, the cost advantage of these mobile technologies will not yield fruition unless the mobile channel accounts for a significant share of total transactions. In this article, we explore potential options for firms to promote usage of the mobile channel. To achieve this, we propose a hidden Markov model to both model customers’ decisions and assess different managerial strategies through simulations. While we apply our proposed model to data from a leading financial institution, our approach is equally applicable to other retail settings. The results show that customers’ choices of services and channels are sensitive to process time by type of channel. A 10% increase in process time through non-mobile channels leads to a nearly 14% increase in utilization of mobile banking channel. Therefore, retailing firms could potentially influence customers’ choice of different channels by changing channel-specific process times. Motivated by these findings, we present and compare performances across five different policies, in promoting the usage of mobile channel. Drawing on our simulation results, we also make personalized policy recommendations to firms facing different levels of financial constraints. For those with financial constraints, we recommend a policy of increasing process time for a selected subset of service requests through non-mobile channels. Firms not constrained by the resources might be better off improving process time with the mobile channel by targeting customers identified as having a better relationship with the firm. © 2022 New York University",Customer relationship management; Digital marketing; Hidden Markov model; Mobile channel,Elsevier Ltd,scopus-recommendation,Tactical,"The abstract discusses specific managerial strategies and policies that firms can implement to promote the usage of mobile channels, which aligns with tactical decision-making as it interprets strategic goals into actionable targets.",10,70,15,0,5
Understanding digitally enabled complex networks: a plural granulation based hybrid community detection approach,Gupta S.; Deodhar S.,2024,10.1108/ITP-10-2020-0682,"Purpose: Communities representing groups of agents with similar interests or functions are one of the essential features of complex networks. Finding communities in real-world networks is critical for analyzing complex systems in various areas ranging from collaborative information to political systems. Given the different characteristics of networks and the capability of community detection in handling a plethora of societal problems, community detection methods represent an emerging area of research. Contributing to this field, the authors propose a new community detection algorithm based on the hybridization of node and link granulation. Design/methodology/approach: The proposed algorithm utilizes a rough set-theoretic concept called closure on networks. Initial sets are constructed by using neighborhood topology around the nodes as well as links and represented as two different categories of granules. Subsequently, the authors iteratively obtain the constrained closure of these sets. The authors use node mutuality and link mutuality as merging criteria for node and link granules, respectively, during the iterations. Finally, the constrained closure subsets of nodes and links are combined and refined using the Jaccard similarity coefficient and a local density function to obtain communities in a binary network. Findings: Extensive experiments conducted on twelve real-world networks followed by a comparison with state-of-the-art methods demonstrate the viability and effectiveness of the proposed algorithm. Research limitations/implications: The study also contributes to the ongoing effort related to the application of soft computing techniques to model complex systems. The extant literature has integrated a rough set-theoretic approach with a fuzzy granular model (Kundu and Pal, 2015) and spectral clustering (Huang and Xiao, 2012) for node-centric community detection in complex networks. In contributing to this stream of work, the proposed algorithm leverages the unexplored synergy between rough set theory, node granulation and link granulation in the context of complex networks. Combined with experiments of network datasets from various domains, the results indicate that the proposed algorithm can effectively reveal co-occurring disjoint, overlapping and nested communities without necessarily assigning each node to a community. Practical implications: This study carries important practical implications for complex adaptive systems in business and management sciences, in which entities are increasingly getting organized into communities (Jacucci et al., 2006). The proposed community detection method can be used for network-based fraud detection by enabling experts to understand the formation and development of fraudulent setups with an active exchange of information and resources between the firms (Van Vlasselaer et al., 2017). Products and services are getting connected and mapped in every walk of life due to the emergence of a variety of interconnected devices, social networks and software applications. Social implications: The proposed algorithm could be extended for community detection on customer trajectory patterns and design recommendation systems for online products and services (Ghose et al., 2019; Liu and Wang, 2017). In line with prior research, the proposed algorithm can aid companies in investigating the characteristics of implicit communities of bloggers or social media users for their services and products so as to identify peer influencers and conduct targeted marketing (Chau and Xu, 2012; De Matos et al., 2014; Zhang et al., 2016). The proposed algorithm can be used to understand the behavior of each group and the appropriate communication strategy for that group. For instance, a group using a specific language or following a specific account might benefit more from a particular piece of content than another group. The proposed algorithm can thus help in exploring the factors defining communities and confronting many real-life challenges. Originality/value: This work is based on a theoretical argument that communities in networks are not only based on compatibility among nodes but also on the compatibility among links. Building up on the aforementioned argument, the authors propose a community detection method that considers the relationship among both the entities in a network (nodes and links) as opposed to traditional methods, which are predominantly based on relationships among nodes only. © 2021, Emerald Publishing Limited.",Cohesion; Community; Decision support; IT artifact; Network analysis; Social computing,Emerald Publishing,scopus-recommendation,Tactical,"The abstract discusses a community detection algorithm that has practical implications for marketing, networking, and customer engagement. It aligns with tactical decisions as it interprets strategic goals into specific applications, such as fraud detection, targeted marketing, and recommendation systems.",20,60,10,5,5
How to motivate digital natives to write online reviews,Smith K.T.,2023,10.1504/IJBG.2023.135873,"Online reviews have become a key source of information that consumers use in their decision making process. Research shows that people consider the opinions of fellow consumers to be more credible than traditional marketing. The upcoming generation, digital natives, are known for their ability to create and manipulate content in the digital arena. They frequently write online reviews and endorse products. Thus, digital natives can help promote or demote a product. The purpose of this paper is to discover what motivates this generation to write online reviews and tell their friends about a product. These motivators can help marketers design effective content that will draw digital natives into dialogues about their products. This study found several effective motivators and provides specific recommendations to marketers. Copyright © 2023 Inderscience Enterprises Ltd.",consumer decision making; consumer reviews; digital natives; generation Z; online reviews; word-of-mouth,Inderscience Publishers,scopus-recommendation,Tactical,"The abstract discusses motivators for digital natives to write online reviews, which can help marketers design effective content and engage this demographic. This aligns with tactical marketing decisions that focus on specific strategies to achieve defined goals.",10,70,15,0,5
Consumer-side fairness in recommender systems: a systematic survey of methods and evaluation,Vassøy B.; Langseth H.,2024,10.1007/s10462-023-10663-5,"In the current landscape of ever-increasing levels of digitalization, we are facing major challenges pertaining to data volume. Recommender systems have become irreplaceable both for helping users navigate the increasing amounts of data and, conversely, aiding providers in marketing products to interested users. Data-driven models are susceptible to data bias, materializing in the bias influencing the models’ decision-making. For recommender systems, such issues are well exemplified by occupation recommendation, where biases in historical data may lead to recommender systems relating one gender to lower wages or to the propagation of stereotypes. In particular, consumer-side fairness, which focuses on mitigating discrimination experienced by users of recommender systems, has seen a vast number of diverse approaches. The approaches are further diversified through differing ideas on what constitutes fair and, conversely, discriminatory recommendations. This survey serves as a systematic overview and discussion of the current research on consumer-side fairness in recommender systems. To that end, a novel taxonomy based on high-level fairness definitions is proposed and used to categorize the research and the proposed fairness evaluation metrics. Finally, we highlight some suggestions for the future direction of the field. © The Author(s) 2024.",Consumer-side fairness; Fairness; Recommender systems; Survey,Springer Nature,scopus-recommendation,Tactical,"The abstract discusses consumer-side fairness in recommender systems, which involves structured decision-making processes related to marketing and product recommendations. It highlights diverse approaches to mitigate discrimination, fitting into tactical decisions that interpret strategic goals into clear targets.",10,70,15,0,5
Recommendation content matters! Exploring the impact of the recommendation content on consumer decisions from the means-end chain perspective,Yang T.; Yang F.; Men J.,2023,10.1016/j.ijinfomgt.2022.102589,"Consumers increasingly rely on social media to obtain product information. The vlog, a new kind of social medium, has been adopted by sellers to connect with consumers. Through this platform, sellers can cooperate with vloggers to recommend products or services to consumers. Extending beyond the previous perspective that consumers’ perceptions and behaviors are influenced by vloggers’ attributes, we herein investigate the influence of recommendation content. Drawing on the means-end chain framework, this paper investigates how the attributes of recommendation content affect consumers’ intention to adopt (i.e., follow) the recommendation. Data collected from 513 respondents provides support for the proposed influences. The results indicate that source credibility, content diagnosticity, and content serendipity drive consumers’ recommendation adoption intention. This research contributes to the literature on rec-vlog marketing by clarifying the significant role of recommendation content. Implications are discussed regarding these findings. © 2022 Elsevier Ltd",Helpful content attributes; Means-end chain framework; Recommendation adoption; Recommendation vlog; Social media marketing,Elsevier Ltd,scopus-recommendation,Tactical,"The abstract discusses how recommendation content influences consumers' intention to adopt product recommendations, which aligns with tactical marketing strategies focused on optimizing consumer engagement and decision-making processes.",10,70,15,0,5
Gastronomic Curiosity and Consumer Behavior: The Impact of Television Culinary Programs on Choices of Food Services,Gajdzik B.; Jaciow M.; Wolniak R.; Wolny R.,2024,10.3390/foods13010115,"In highly developed countries, more and more people use culinary services. Cooking at home, for the family, is giving way to culinary services. Consumers either order food home or use the offers of restaurants and bars. Consumers’ choice of culinary form may be influenced by cooking television programs. Many TV stations broadcast cooking programs. This study examined the impact of television culinary programs on consumer behavior in the restaurant services market. The article examines the interplay of emotional responses, personality traits, and culinary preferences to understand how TV cooking programs influence dining decisions. The study was conducted using the CAWI method, which involved 742 respondents. The study, conducted between May 2021 and April 2022, was addressed to people who visited restaurants presented in the Polish culinary TV show titled “Kitchen Revolutions”. The study revealed that almost 3/4 of the respondents chose restaurants based on the program’s recommendations. Although there was a strong emotional connection with this program—nearly half of the respondents expressed delight in the taste of snacks and main courses—this did not always translate into an increased frequency of eating meals away from home. Only every third respondent said that the program influenced their gastronomic behavior. The research hypotheses examined the extent to which culinary TV shows influence the frequency of visits to restaurants, the perceived quality of life, and the influence on consumers with specific personality traits. The results partially supported the hypothesis that cooking programs on television encourage people to eat out more often, but the perceived impact on quality of life and on some personality traits was less clear. The article contributes to the understanding of consumer behavior in the food service market by highlighting the complex dynamics of emotional reactions, personality traits, and the impact of culinary television programs. The findings have practical implications for the restaurant industry, suggesting a focus on emotional impact, food quality and presentation, and targeting marketing strategies towards consumers who are open to new experiences and ready to experiment. © 2023 by the authors.",consumer behaviors; culinary programs; food choices; gastronomic consumer; television cooking,Multidisciplinary Digital Publishing Institute (MDPI),scopus-recommendation,Tactical,"The study examines how television culinary programs influence consumer behavior in the restaurant services market, indicating a focus on specific marketing tactics and consumer engagement strategies rather than long-term strategic planning.",10,70,15,0,5
Analyzing survey data in marketing research: A guide for academics and postgraduate students,Crick J.M.,2024,10.1080/0965254X.2023.2176533,"Numerous marketing scholars have been overly loyal to seminal (and out-dated) analytical processes when using surveys. If this continues, these individuals may receive rejection decisions, as the standards of the so-called publishing game have increased. Accordingly, from an Associate Editor perspective, this commentary provides a contemporary guide (with thirteen stages) on how survey data can be effectively analyzed. This covers a series of basic techniques (like treating missing values, presenting profiling information about samples, and undertaking descriptive statistical analyses), alongside describing some scale purification tools and several complex procedures (e.g., running tests for various forms of reliability and validity, addressing common method variance, and testing for endogeneity bias). Then, some conclusions and methodological recommendations are offered to help authors to advance theory and practice with robust survey data. It is anticipated that these discussion points will facilitate debates among readers of the Journal of Strategic Marketing (and beyond) about the analysis of survey data. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",data analysis; marketing research; quantitative methods; robustness checks; strategic marketing; Surveys,Routledge,scopus-recommendation,Tactical,"The abstract discusses specific methodologies and techniques for effectively analyzing survey data in marketing research, which aligns with tactical decision-making processes that interpret strategic goals into actionable targets.",10,70,15,0,5
Factors Contributing to Online or In-store Shopping among Academics from a Private Higher Education Institution in South Africa,Moodley M.; Naidoo S.,2023,10.32479/irmm.14732,"The aim of the study was to determine the factors contributing to online or in-store shopping behaviour among academics from a private higher education institution in South Africa. In addition, the study examined types of products or services consumers are likely to purchase in-store and online and particular aspects relating to store atmosphere, as well as the challenges that were experienced using both modes of shopping. The study was conducted at a private higher education institution. A cross-sectional quantitative study was conducted among all the academics in the organisation. The study show that the majority of respondents belonged to generation X and Y and that they are more inclined to purchase from both in-store and online stores rather than a singular mode of shopping. However, there is an element of fear, anxiety and uncertainty that customers face when purchasing online. This is motivated by the Stimulus-Organism-Response (SOR) model. Factors that influence the overall purchasing decision for both online and in-store shopping include accessibility, convenience, delivery service, store aesthetics (atmosphere and ambience) and the availability of an assistant. Recommendations for retail marketing managers include the fact that they should consider a hybrid model of both in-store and online shopping. Moreover, invest in enhancing the store image of both physical stores as well as virtual online stores as the subtle atmospheric cues trigger impulse purchasing. © 2023, Econjournals. All rights reserved.",Consumer Behaviour; In-Store Shopping; Management; Marketing Management; Online Shopping,Econjournals,scopus-recommendation,Tactical,"The study examines specific factors influencing shopping behavior and provides recommendations for retail marketing managers, indicating a focus on structured decision-making aimed at achieving specific marketing targets.",10,70,15,0,5
Survey of screw-retained versus cement-retained implant restorations used in both education and private dental practices,Found A.A.; Shah S.; Fouda M.A.; Santos M.J.M.C.; Butler S.,2024,10.1002/jdd.13568,"Aims: In the literature, it is still unclear if the decisions for selecting the type of implant crown-retaining system are based on scientific-based research or if the Universities’ choices, Implant marketing trends, or finances could have a major influence on the private dentists’ decisions. Objectives: Therefore, this study aimed to evaluate the crown-retaining system (cement- or screw-retained) used in dental schools and private dental practices. Methods: A 13-item questionnaire was sent to Canadian dental schools (n = 10) and dental offices in London (n = 298), Canada. The questionnaire included demographic questions and questions to reveal the dentists’ perspectives on prosthetic implant treatment between the two-retaining systems. Results were analyzed using descriptive statistics and multinomial logistic regression (p = 0.05). Results: Twenty-four private dentists and five dental schools responded to the survey – 62.5% of private practitioners and 60% of universities reported using both systems. A trend was observed in using screw-retained systems by dentists who graduated 5–10 years ago. Straumann, Astra, and Nobel Biocare were the private practices and dental schools’ preferred implant systems. The use of platform switching for all cases was selected by 54.2% of the private practitioners and 40% of the dental schools. Resin cement was the private practice's preferred cementation method; the dental schools used glass ionomer and zinc phosphate cement. The multinomial logistic regressions showed no statistical difference between the crown-retaining system chosen and the decision factors. The laboratory technician's recommendations and cost influenced the decision-making process for private dentists. For the universities, perio-restorative outcome, implant position, survival rates, institute preferences, and evidence-based research influenced the crown-retaining system's decision-making process. Conclusion: The Canadian dental schools and private practice reported using both screw- and cement-retaining systems. However, there was a difference in the selection criteria as the universities showed a tendency towards a more research-based approach in their decision, while for the private practices, the technicians’ recommendations and cost played a major role in the decision process. It was noted that the implant systems preconized by the Universities were observed to be used in private practices. © 2024 The Authors. Journal of Dental Education published by Wiley Periodicals LLC on behalf of American Dental Education Association.",dental crown; dental practice pattern; dental schools; implant-supported dental prosthesis,John Wiley and Sons Inc,scopus-recommendation,Out of scope,"The abstract discusses dental implant crown-retaining systems and the influences on decision-making in dental practice, which falls under healthcare rather than marketing.",0,0,0,100,0
